ID;Bedingung;Block;Frame;Framerate;Position;Rotation;Timestamp
3;VRslow;1;0;0,3333333;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,360561
3;VRslow;1;1;0,0709186;(18.1, 11.9, 31.9);(359.7, 271.9, 359.8);3,38196
3;VRslow;1;2;0,0098373;(18.0, 12.1, 31.9);(359.6, 272.9, 359.4);3,391148
3;VRslow;1;3;0,0044067;(17.9, 12.2, 31.9);(359.5, 273.7, 359.1);3,395373
3;VRslow;1;4;0,0098316;(17.8, 12.3, 31.9);(359.3, 274.3, 358.9);3,405337
3;VRslow;1;5;0,0115763;(17.7, 12.4, 31.9);(359.3, 274.8, 358.6);3,416909
3;VRslow;1;6;0,0105233;(17.6, 12.5, 31.8);(359.2, 275.2, 358.3);3,427453
3;VRslow;1;7;0,0121942;(17.5, 12.6, 31.8);(359.1, 275.6, 358.1);3,439662
3;VRslow;1;8;0,010295;(17.5, 12.7, 31.8);(359.1, 275.8, 357.8);3,449944
3;VRslow;1;9;0,0111031;(17.4, 12.8, 31.8);(359.0, 275.9, 357.6);3,46105
3;VRslow;1;10;0,0115024;(17.3, 12.9, 31.8);(359.0, 275.9, 357.4);3,472636
3;VRslow;1;11;0,0116739;(17.3, 13.0, 31.8);(358.9, 275.9, 357.2);3,484227
3;VRslow;1;12;0,0103934;(17.2, 13.0, 31.8);(358.9, 275.8, 357.0);3,49461
3;VRslow;1;13;0,0113018;(17.2, 13.1, 31.8);(358.9, 275.6, 356.8);3,505895
3;VRslow;1;14;0,0122141;(17.1, 13.1, 31.8);(358.8, 275.4, 356.7);3,518124
3;VRslow;1;15;0,0103075;(17.1, 13.2, 31.7);(358.8, 275.2, 356.5);3,528429
3;VRslow;1;16;0,0120549;(17.1, 13.3, 31.7);(358.8, 274.9, 356.4);3,540468
3;VRslow;1;17;0,0100997;(17.0, 13.3, 31.7);(358.8, 274.6, 356.3);3,550569
3;VRslow;1;18;0,0112574;(17.0, 13.3, 31.7);(358.7, 274.3, 356.2);3,561849
3;VRslow;1;19;0,0110754;(16.9, 13.4, 31.7);(358.7, 273.9, 356.1);3,572942
3;VRslow;1;20;0,0109977;(16.9, 13.4, 31.7);(358.7, 273.5, 356.0);3,584137
3;VRslow;1;21;0,0112616;(16.9, 13.5, 31.7);(358.7, 273.1, 355.9);3,595155
3;VRslow;1;22;0,0114532;(16.9, 13.5, 31.7);(358.6, 272.7, 355.8);3,606621
3;VRslow;1;23;0,01141;(16.8, 13.5, 31.6);(358.6, 272.3, 355.8);3,618049
3;VRslow;1;24;0,0104852;(16.8, 13.6, 31.6);(358.6, 271.9, 355.7);3,628538
3;VRslow;1;25;0,0114503;(16.8, 13.6, 31.6);(358.6, 271.5, 355.6);3,639984
3;VRslow;1;26;0,0151312;(16.8, 13.6, 31.6);(358.6, 271.1, 355.6);3,65511
3;VRslow;1;27;0,0068782;(16.8, 13.6, 31.6);(358.6, 270.7, 355.5);3,662002
3;VRslow;1;28;0,0114341;(16.7, 13.7, 31.6);(358.6, 270.2, 355.5);3,673409
3;VRslow;1;29;0,0113308;(16.7, 13.7, 31.6);(358.6, 269.8, 355.4);3,684738
3;VRslow;1;30;0,0108632;(16.7, 13.7, 31.6);(358.7, 269.4, 355.4);3,695638
3;VRslow;1;31;0,0112921;(16.7, 13.7, 31.6);(358.7, 269.0, 355.3);3,706904
3;VRslow;1;32;0,011864;(16.7, 13.7, 31.5);(358.8, 268.6, 355.3);3,718789
3;VRslow;1;33;0,0105147;(16.7, 13.7, 31.5);(358.9, 268.2, 355.2);3,729411
3;VRslow;1;34;0,0114583;(16.7, 13.7, 31.5);(358.9, 267.8, 355.2);3,740727
3;VRslow;1;35;0,0117979;(16.7, 13.8, 31.5);(359.0, 267.5, 355.1);3,752575
3;VRslow;1;36;0,0100922;(16.6, 13.8, 31.5);(359.1, 267.1, 355.1);3,762621
3;VRslow;1;37;0,0112819;(16.6, 13.8, 31.5);(359.2, 266.8, 355.1);3,773906
3;VRslow;1;38;0,0112914;(16.6, 13.8, 31.5);(359.3, 266.5, 355.1);3,785231
3;VRslow;1;39;0,0107553;(16.6, 13.8, 31.5);(359.3, 266.2, 355.0);3,795961
3;VRslow;1;40;0,0117823;(16.6, 13.8, 31.5);(359.4, 265.9, 355.0);3,807729
3;VRslow;1;41;0,0108284;(16.6, 13.8, 31.5);(359.5, 265.6, 355.0);3,818597
3;VRslow;1;42;0,0109361;(16.6, 13.8, 31.5);(359.5, 265.3, 355.0);3,829543
