ID;Bedingung;Block;Frame;Framerate;Position_x;Position_y;Position_z;Rotation_x;Rotation_y;Rotation_z;Timestamp
17;VRslow;5;0;0,3333333;17,87312;13,41474;31,88;9,768656;270;8,663347E-07;3,277868
17;VRslow;5;1;0,0681397;17,8967;13,29856;31,88;9,085512;270;1,296932E-06;3,301275
17;VRslow;5;2;0,0085322;17,91863;13,19051;31,88;8,450061;270;4,315717E-07;3,306423
17;VRslow;5;3;0,0054495;17,93902;13,09002;31,88;7,858984;270;4,309343E-07;3,311858
17;VRslow;5;4;0,0111295;17,95799;12,99657;31,88;7,309201;270;4,303841E-07;3,323013
17;VRslow;5;5;0,0114548;17,97563;12,90966;31,88;6,797833;270;6,448636E-07;3,334472
17;VRslow;5;6;0,0109769;17,99203;12,82883;31,88;6,322208;270;6,442483E-07;3,345448
17;VRslow;5;7;0,0225686;18,00729;12,75366;31,88;5,879833;270;4,291446E-07;3,368444
17;VRslow;5;8;0,0109795;18,02148;12,68375;31,88;5,468389;270;4,288385E-07;3,379049
17;VRslow;5;9;0,011218;18,03467;12,61874;31,88;5,085718;270;4,28574E-07;3,390286
17;VRslow;5;10;0,0110951;18,04694;12,55828;31,88;4,729812;270;2,141727E-07;3,401275
17;VRslow;5;11;0,0112179;18,05836;12,50205;31,88;4,3988;270;2,14074E-07;3,412514
17;VRslow;5;12;0,0110506;18,06897;12,44975;31,88;4,090943;270;2,139887E-07;3,423553
17;VRslow;5;13;0,0112681;18,07884;12,40112;31,88;3,804627;270;4,278297E-07;3,434849
17;VRslow;5;14;0,0115388;18,08802;12,35589;31,88;3,538343;270;3,207766E-07;3,446357
17;VRslow;5;15;0,0225337;18,09656;12,31383;31,88;3,29069;270;2,137959E-07;3,469045
17;VRslow;5;16;0,011269;18,10449;12,27471;31,88;3,060367;270;3,206224E-07;3,480216
17;VRslow;5;17;0,0111174;18,11188;12,23833;31,88;2,846162;270;3,205605E-07;3,491296
17;VRslow;5;18;0,0107469;18,11874;12,2045;31,88;2,646947;270;3,205071E-07;3,50203
17;VRslow;5;19;0,0108849;18,12513;12,17303;31,88;2,461674;270;2,136406E-07;3,512937
17;VRslow;5;20;0,0113386;18,13107;12,14377;31,88;2,289367;270;3,204209E-07;3,524303
17;VRslow;5;21;0,0111076;18,13659;12,11655;31,88;2,12912;270;2,135908E-07;3,535375
17;VRslow;5;22;0,0115158;18,14173;12,09124;31,88;1,980088;270;3,203564E-07;3,546903
17;VRslow;5;23;0,0110486;18,14651;12,06771;31,88;1,841488;270;2,135537E-07;3,557936
17;VRslow;5;24;0,0110133;18,15095;12,04582;31,88;1,712588;270;2,135388E-07;3,568944
17;VRslow;5;25;0,0111204;18,15508;12,02546;31,88;1,592711;270;2,135259E-07;3,580089
17;VRslow;5;26;0,0110285;18,15892;12,00653;31,88;1,481223;270;1,601361E-07;3,591123
17;VRslow;5;27;0,0110895;18,1625;11,98892;31,88;1,37754;270;1,601288E-07;3,602186
17;VRslow;5;28;0,0111525;18,16582;11,97254;31,88;1,281114;270;1,601226E-07;3,613365
17;VRslow;5;29;0,0111788;18,16891;11,95731;31,88;1,191438;270;1,601172E-07;3,624486
17;VRslow;5;30;0,0117412;18,17178;11,94315;31,88;1,108038;270;1,067417E-07;3,636261
17;VRslow;5;31;0,0113083;18,17446;11,92998;31,88;1,030477;270;1,06739E-07;3,647577
17;VRslow;5;32;0,0110048;18,17694;11,91773;31,88;0,9583442;270;5,336831E-08;3,65856
17;VRslow;5;33;0,0106497;18,17925;11,90634;31,88;0,8912607;270;8,005095E-08;3,669188
17;VRslow;5;34;0,0111964;18,1814;11,89574;31,88;0,8288729;270;8,004965E-08;3,680408
17;VRslow;5;35;0,0112752;18,1834;11,88589;31,88;0,7708521;270;8,004852E-08;3,691719
17;VRslow;5;36;0,0114431;18,18526;11,87673;31,88;0,7168929;270;8,004755E-08;3,70312
17;VRslow;5;37;0,0108396;18,18699;11,86821;31,88;0,6667107;270;8,00467E-08;3,71435
17;VRslow;5;38;0,0112921;18,1886;11,86028;31,88;0,6200411;270;8,004596E-08;3,725352
