ID;Bedingung;Block;Frame;Framerate;Position;Rotation;Timestamp
2;VRbio;1;0;0,3333333;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,423809
2;VRbio;1;1;0,0715933;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,447388
2;VRbio;1;2;0,0061828;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,452691
2;VRbio;1;3;0,0050652;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,458029
2;VRbio;1;4;0,0091453;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,467034
2;VRbio;1;5;0,011828;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,478907
2;VRbio;1;6;0,0119178;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,49081
2;VRbio;1;7;0,0098006;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,500573
2;VRbio;1;8;0,0110989;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,511708
2;VRbio;1;9;0,0111459;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,522899
2;VRbio;1;10;0,011358;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,534223
2;VRbio;1;11;0,0112968;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,545507
2;VRbio;1;12;0,0110546;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,556561
2;VRbio;1;13;0,0109809;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,567528
2;VRbio;1;14;0,0114072;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,578922
2;VRbio;1;15;0,0119707;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,590913
2;VRbio;1;16;0,0106487;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,601581
2;VRbio;1;17;0,0107106;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,612267
2;VRbio;1;18;0,0109982;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,623241
2;VRbio;1;19;0,0111908;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,634474
2;VRbio;1;20;0,0113988;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,645854
2;VRbio;1;21;0,0122304;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,658145
2;VRbio;1;22;0,0101907;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,668314
2;VRbio;1;23;0,0116709;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,679959
2;VRbio;1;24;0,0104009;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,690334
2;VRbio;1;25;0,0112792;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,701568
2;VRbio;1;26;0,0113227;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,712905
2;VRbio;1;27;0,0109345;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,723845
2;VRbio;1;28;0,011222;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,735071
2;VRbio;1;29;0,0112222;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,746409
2;VRbio;1;30;0,0120246;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,758452
2;VRbio;1;31;0,0101694;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,768494
2;VRbio;1;32;0,0111978;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,779686
2;VRbio;1;33;0,0113407;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,791037
2;VRbio;1;34;0,0118508;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,802872
2;VRbio;1;35;0,0102608;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,813127
2;VRbio;1;36;0,0111391;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,824271
2;VRbio;1;37;0,0133745;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,837789
2;VRbio;1;38;0,0091758;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,846831
2;VRbio;1;39;0,0120904;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,858914
2;VRbio;1;40;0,0101102;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,869018
2;VRbio;1;41;0,0118579;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,880895
2;VRbio;1;42;0,0104989;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,89139
2;VRbio;1;43;0,0110857;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,902453
