ID;Bedingung;Block;Frame;Framerate;Position_x;Position_y;Position_z;Rotation_x;Rotation_y;Rotation_z;Timestamp
15;VRslow;6;0;0,3333333;17,87312;13,41474;31,88;9,768656;270;8,663347E-07;3,301571
15;VRslow;6;1;0,0738097;17,78036;13,18491;32,18126;13,43501;274,2452;357,6152;3,324391
15;VRslow;6;2;0,0065413;17,8349;13,09629;32,34884;18,37806;274,8855;357,7478;3,33004
15;VRslow;6;3;0,0108747;17,8864;13,01474;32,50048;22,91404;275,4058;357,8266;3,341083
15;VRslow;6;4;0,0110051;17,93867;12,94366;32,62701;26,73523;275,9236;357,8357;3,351957
15;VRslow;6;5;0,0112832;17,9866;12,87658;32,74265;30,07354;276,4338;357,8241;3,363263
15;VRslow;6;6;0,022314;18,03209;12,81499;32,8455;32,89472;276,972;357,8048;3,385746
15;VRslow;6;7;0,0109899;18,07393;12,75836;32,93452;35,02815;277,581;357,798;3,396547
15;VRslow;6;8;0,0119404;18,11221;12,70694;33,01375;36,81052;278,217;357,812;3,408605
15;VRslow;6;9;0,0215416;18,14592;12,65829;33,08672;38,27308;278,8441;357,8404;3,430117
15;VRslow;6;10;0,0112775;18,17521;12,61503;33,14972;39,37907;279,433;357,8442;3,441307
15;VRslow;6;11;0,0224564;18,20045;12,57453;33,20875;40,31376;279,9659;357,8293;3,463935
15;VRslow;6;12;0,0117858;18,22345;12,53858;33,25852;40,92487;280,4095;357,792;3,47552
15;VRslow;6;13;0,010062;18,24427;12,50502;33,30409;41,36955;280,8358;357,8017;3,485569
15;VRslow;6;14;0,011324;18,26418;12,47452;33,34421;41,69443;281,2372;357,852;3,496898
15;VRslow;6;15;0,0226602;18,28372;12,4473;33,37962;41,96851;281,6196;357,9442;3,519709
15;VRslow;6;16;0,0115777;18,30585;12,42578;33,40777;42,10939;281,954;358,0839;3,531162
15;VRslow;6;17;0,0109828;18,32895;12,40671;33,43208;42,1395;282,2141;358,2319;3,542177
15;VRslow;6;18;0,0104028;18,35324;12,39138;33,45179;42,08473;282,4096;358,3914;3,552522
15;VRslow;6;19;0,0112771;18,37864;12,37811;33,46838;41,98041;282,5413;358,5647;3,563825
15;VRslow;6;20;0,0226708;18,4052;12,36683;33,48218;41,86595;282,6157;358,7643;3,586611
15;VRslow;6;21;0,0124777;18,43592;12,35876;33,49205;41,75098;282,5225;359,0075;3,598961
15;VRslow;6;22;0,009681;18,46716;12,35242;33,49987;41,65746;282,332;359,2467;3,608619
15;VRslow;6;23;0,0109797;18,50299;12,34984;33,50222;41,60282;282,0306;359,4655;3,619607
15;VRslow;6;24;0,0118241;18,53895;12,34858;33,50293;41,59334;281,6328;359,6787;3,631422
15;VRslow;6;25;0,0118164;18,5739;12,34797;33,5014;41,63544;281,2981;359,963;3,643308
15;VRslow;6;26;0,0213822;18,60371;12,34602;33,49607;41,69707;281,4104;0,4334701;3,664761
15;VRslow;6;27;0,0111091;18,62658;12,3439;33,48652;41,40741;281,6583;0,8278854;3,675727
15;VRslow;6;28;0,0116757;18,64807;12,34349;33,4762;40,9869;281,6974;1,065803;3,687421
15;VRslow;6;29;0,0105656;18,66741;12,34482;33,46525;40,60572;281,6714;1,255;3,698046
15;VRslow;6;30;0,0114968;18,68409;12,34736;33,45356;40,30376;281,6704;1,483825;3,709468
15;VRslow;6;31;0,0108783;18,69884;12,35043;33,44102;40,00918;281,6797;1,737929;3,720372
15;VRslow;6;32;0,0116866;18,7126;12,3541;33,42746;39,7018;281,6797;2,004995;3,732031
15;VRslow;6;33;0,0220644;18,7259;12,35864;33,41288;39,40849;281,644;2,265649;3,754235
15;VRslow;6;34;0,0106674;18,73932;12,36444;33,39614;39,07042;281,4709;2,50556;3,764819
15;VRslow;6;35;0,0115342;18,75163;12,37025;33,37963;38,71826;281,2432;2,734666;3,776375
15;VRslow;6;36;0,0110776;18,76148;12,37605;33,36372;38,41633;281,0224;2,962586;3,787365
15;VRslow;6;37;0,0112431;18,76876;12,3819;33,34811;38,17207;280,8728;3,216138;3,798648
15;VRslow;6;38;0,01179;18,7743;12,38776;33,33298;37,94578;280,7668;3,489311;3,81045
15;VRslow;6;39;0,0103374;18,77906;12,39374;33,31812;37,71918;280,6703;3,749948;3,820768
15;VRslow;6;40;0,0226657;18,7834;12,39983;33,30336;37,5078;280,5949;3,991736;3,843579
15;VRslow;6;41;0,0108483;18,78705;12,40584;33,28783;37,31679;280,5686;4,294547;3,854295
15;VRslow;6;42;0,0114892;18,79003;12,41159;33,27261;37,1593;280,5587;4,630965;3,865768
15;VRslow;6;43;0,0121634;18,79221;12,41709;33,25759;37,0164;280,554;4,989899;3,877936
15;VRslow;6;44;0,0098972;18,79351;12,42228;33,24273;36,88107;280,5472;5,354206;3,887817
15;VRslow;6;45;0,0114805;18,79403;12,4273;33,228;36,75212;280,5352;5,716118;3,899289
15;VRslow;6;46;0,0114347;18,79384;12,43217;33,21341;36,62933;280,5258;6,068137;3,910759
15;VRslow;6;47;0,0218994;18,79294;12,43678;33,19894;36,50706;280,5274;6,412429;3,932791
15;VRslow;6;48;0,0109991;18,7906;12,4412;33,18386;36,38303;280,5497;6,764371;3,943689
