ID;Bedingung;Block;Frame;Framerate;Position_x;Position_y;Position_z;Rotation_x;Rotation_y;Rotation_z;Timestamp
13;VRslow;3;0;0,3333333;17,87312;13,41474;31,88;9,768656;270;8,663347E-07;3,383126
13;VRslow;3;1;0,0707777;17,91309;13,37983;31,8494;9,053237;268,9125;359,8105;3,404279
13;VRslow;3;2;0,0064389;17,9533;13,34796;31,81278;8,376176;267,1344;359,4499;3,409757
13;VRslow;3;3;0,0101554;17,99101;13,31823;31,77813;7,744426;265,4404;359,1203;3,420194
13;VRslow;3;4;0,0114361;18,02668;13,29064;31,74476;7,156857;263,7818;358,8157;3,431489
13;VRslow;3;5;0,0112396;18,06013;13,26507;31,71321;6,607059;262,1997;358,5434;3,442716
13;VRslow;3;6;0,010911;18,09159;13,24127;31,68333;6,091777;260,6888;358,301;3,453624
13;VRslow;3;7;0,0120259;18,12128;13,21923;31,65496;5,61043;259,245;358,0864;3,465731
13;VRslow;3;8;0,010552;18,14937;13,19875;31,62806;5,161841;257,8676;357,8985;3,476206
13;VRslow;3;9;0,0116483;18,17591;13,17975;31,60254;4,742085;256,5512;357,7307;3,487842
13;VRslow;3;10;0,0117618;18,20097;13,1622;31,57825;4,349496;255,2921;357,5812;3,49962
13;VRslow;3;11;0,0210042;18,22478;13,14596;31,55516;3,982213;254,0858;357,4487;3,520862
13;VRslow;3;12;0,011446;18,24792;13,131;31,53275;3,646985;252,8976;357,3344;3,532201
13;VRslow;3;13;0,0114462;18,27033;13,11719;31,51101;3,340707;251,7291;357,233;3,54353
13;VRslow;3;14;0,0105195;18,29162;13,1044;31,49046;3,059858;250,6202;357,147;3,554012
13;VRslow;3;15;0,0112902;18,31191;13,09253;31,47099;2,802231;249,569;357,0755;3,565314
13;VRslow;3;16;0,0111519;18,33125;13,08151;31,45254;2,562743;248,5709;357,0168;3,576479
13;VRslow;3;17;0,011278;18,34968;13,07132;31,43505;2,340075;247,6171;356,9689;3,587743
13;VRslow;3;18;0,0116038;18,36735;13,06195;31,4184;2,130568;246,704;356,9345;3,59935
13;VRslow;3;19;0,0103137;18,38423;13,05326;31,40261;1,934853;245,8299;356,9099;3,609677
13;VRslow;3;20;0,0114534;18,40034;13,04516;31,38761;1,753793;244,9986;356,8881;3,621193
