ID;Bedingung;Block;Frame;Framerate;Position;Rotation;Timestamp
3;VRbio;3;0;0,3333333;(17.0, 13.2, 31.2);(24.2, 248.3, 359.4);3,367565
3;VRbio;3;1;0,0696812;(16.5, 13.0, 31.8);(29.6, 266.0, 359.8);3,388777
3;VRbio;3;2;0,0077096;(16.5, 13.0, 31.8);(29.4, 264.3, 359.2);3,395549
3;VRbio;3;3;0,005527;(16.5, 13.0, 31.8);(29.4, 263.4, 358.9);3,401553
3;VRbio;3;4;0,0110014;(16.6, 13.0, 31.8);(29.3, 262.5, 358.6);3,412205
3;VRbio;3;5;0,0127435;(16.6, 13.0, 31.7);(29.2, 261.5, 358.3);3,424949
3;VRbio;3;6;0,009446;(16.6, 13.1, 31.7);(29.1, 260.5, 358.0);3,43435
3;VRbio;3;7;0,0112438;(16.6, 13.1, 31.7);(29.0, 259.4, 357.6);3,445604
3;VRbio;3;8;0,0131364;(16.6, 13.1, 31.7);(28.8, 258.2, 357.3);3,458829
3;VRbio;3;9;0,0100966;(16.6, 13.1, 31.7);(28.7, 257.0, 356.9);3,468927
3;VRbio;3;10;0,0110953;(16.6, 13.1, 31.6);(28.5, 255.8, 356.6);3,480045
3;VRbio;3;11;0,0110787;(16.6, 13.1, 31.6);(28.2, 254.6, 356.3);3,491063
3;VRbio;3;12;0,0213764;(16.6, 13.1, 31.6);(27.7, 251.9, 355.7);3,512541
3;VRbio;3;13;0,0114558;(16.7, 13.1, 31.5);(27.5, 250.6, 355.4);3,523859
3;VRbio;3;14;0,0108272;(16.7, 13.1, 31.5);(27.2, 249.3, 355.0);3,534671
3;VRbio;3;15;0,0112867;(16.7, 13.1, 31.5);(26.9, 248.1, 354.7);3,545971
3;VRbio;3;16;0,0110193;(16.7, 13.1, 31.5);(26.6, 246.9, 354.4);3,557004
3;VRbio;3;17;0,0109838;(16.7, 13.1, 31.5);(26.3, 245.9, 354.2);3,567963
3;VRbio;3;18;0,0110659;(16.7, 13.1, 31.4);(26.0, 244.9, 354.0);3,579005
3;VRbio;3;19;0,0121531;(16.7, 13.1, 31.4);(25.8, 244.0, 353.9);3,591162
3;VRbio;3;20;0,0102074;(16.8, 13.2, 31.4);(25.5, 243.1, 353.7);3,601393
3;VRbio;3;21;0,0114225;(16.8, 13.2, 31.4);(25.2, 242.4, 353.6);3,612782
3;VRbio;3;22;0,0117367;(16.8, 13.2, 31.4);(25.0, 241.7, 353.6);3,624554
3;VRbio;3;23;0,0110666;(16.8, 13.2, 31.4);(24.8, 241.1, 353.5);3,635597
3;VRbio;3;24;0,0105473;(16.8, 13.2, 31.3);(24.5, 240.6, 353.5);3,646176
3;VRbio;3;25;0,0110943;(16.8, 13.2, 31.3);(24.3, 240.2, 353.5);3,657235
3;VRbio;3;26;0,0114216;(16.8, 13.2, 31.3);(24.1, 239.9, 353.6);3,668707
3;VRbio;3;27;0,0109497;(16.9, 13.2, 31.3);(23.9, 239.7, 353.7);3,679625
3;VRbio;3;28;0,0121538;(16.9, 13.2, 31.3);(23.7, 239.5, 353.7);3,691801
3;VRbio;3;29;0,0100951;(16.9, 13.2, 31.3);(23.5, 239.3, 353.8);3,701864
3;VRbio;3;30;0,0111927;(16.9, 13.2, 31.3);(23.3, 239.2, 353.9);3,713045
3;VRbio;3;31;0,0113318;(16.9, 13.2, 31.3);(23.0, 239.1, 354.1);3,724384
3;VRbio;3;32;0,0122492;(16.9, 13.2, 31.3);(22.8, 239.0, 354.2);3,736672
3;VRbio;3;33;0,0099849;(16.9, 13.2, 31.3);(22.5, 238.9, 354.4);3,746627
3;VRbio;3;34;0,0111366;(16.9, 13.2, 31.3);(22.3, 238.9, 354.5);3,757786
3;VRbio;3;35;0,0111954;(16.9, 13.2, 31.3);(22.1, 238.9, 354.6);3,768968
