ID;Bedingung;Block;Frame;Framerate;Position;Rotation;Timestamp
3;VRslow;6;0;0,3333333;(18.2, 11.8, 31.9);(0.0, 270.0, 0.0);3,386809
3;VRslow;6;1;0,0699663;(18.1, 11.9, 31.9);(0.7, 271.3, 359.7);3,407878
3;VRslow;6;2;0,0098812;(18.0, 12.0, 31.9);(1.3, 272.7, 359.6);3,416714
3;VRslow;6;3;0,0080096;(17.8, 12.1, 32.0);(1.9, 274.0, 359.4);3,425267
3;VRslow;6;4;0,0113907;(17.7, 12.2, 32.0);(2.5, 275.3, 359.3);3,43623
3;VRslow;6;5;0,0112588;(17.6, 12.3, 32.0);(3.1, 276.5, 359.2);3,447478
3;VRslow;6;6;0,0109933;(17.6, 12.4, 32.1);(3.6, 277.8, 359.1);3,458479
3;VRslow;6;7;0,0115985;(17.5, 12.5, 32.1);(4.1, 279.0, 359.0);3,470074
3;VRslow;6;8;0,011571;(17.4, 12.6, 32.1);(4.5, 280.1, 358.9);3,481704
3;VRslow;6;9;0,0107248;(17.3, 12.6, 32.1);(4.9, 281.3, 358.9);3,492423
3;VRslow;6;10;0,0111388;(17.3, 12.7, 32.2);(5.3, 282.4, 358.8);3,503622
3;VRslow;6;11;0,0114628;(17.2, 12.8, 32.2);(5.6, 283.5, 358.8);3,514975
3;VRslow;6;12;0,0105923;(17.2, 12.8, 32.2);(6.0, 284.6, 358.8);3,525951
3;VRslow;6;13;0,0114762;(17.1, 12.9, 32.2);(6.3, 285.7, 358.8);3,537054
3;VRslow;6;14;0,0110193;(17.1, 12.9, 32.3);(6.6, 286.7, 358.8);3,548064
3;VRslow;6;15;0,0112297;(17.0, 13.0, 32.3);(6.8, 287.7, 358.7);3,559299
3;VRslow;6;16;0,0111985;(17.0, 13.0, 32.3);(7.1, 288.7, 358.7);3,570512
3;VRslow;6;17;0,0116636;(17.0, 13.1, 32.3);(7.3, 289.7, 358.7);3,582157
3;VRslow;6;18;0,0107021;(16.9, 13.1, 32.3);(7.5, 290.7, 358.7);3,592841
3;VRslow;6;19;0,0110093;(16.9, 13.1, 32.4);(7.7, 291.6, 358.8);3,603853
3;VRslow;6;20;0,0113071;(16.9, 13.2, 32.4);(8.0, 292.5, 358.8);3,615177
3;VRslow;6;21;0,0111293;(16.8, 13.2, 32.4);(8.2, 293.4, 358.8);3,626297
3;VRslow;6;22;0,0114313;(16.8, 13.2, 32.4);(8.4, 294.3, 358.8);3,637731
