ID;Bedingung;Block;Frame;Framerate;Position;Rotation;Timestamp
4;VRbio;2;0;0,3333333;(20.7, 13.1, 31.4);(345.0, 205.4, 10.4);3,478565
4;VRbio;2;1;0,0713949;(20.4, 13.0, 31.9);(348.9, 243.3, 6.0);3,499909
4;VRbio;2;2;0,0073677;(20.3, 13.0, 31.9);(349.1, 245.2, 5.8);3,50645
4;VRbio;2;3;0,0048953;(20.3, 13.0, 31.9);(349.2, 246.2, 5.7);3,511684
4;VRbio;2;4;0,0113159;(20.3, 13.0, 31.9);(349.4, 247.0, 5.5);3,523186
4;VRbio;2;5;0,0108702;(20.3, 13.0, 31.9);(349.5, 247.6, 5.2);3,533635
4;VRbio;2;6;0,0113146;(20.3, 13.0, 31.9);(349.5, 247.7, 4.8);3,544993
4;VRbio;2;7;0,0103239;(20.3, 13.0, 31.9);(349.4, 247.6, 4.4);3,55523
4;VRbio;2;8;0,0120349;(20.3, 13.0, 31.9);(349.4, 247.5, 4.1);3,567314
4;VRbio;2;9;0,0114855;(20.3, 13.0, 31.9);(349.4, 247.3, 4.0);3,578804
4;VRbio;2;10;0,010216;(20.3, 13.0, 31.9);(349.4, 247.1, 4.0);3,588999
4;VRbio;2;11;0,0111137;(20.3, 13.0, 31.9);(349.5, 247.1, 4.0);3,600106
4;VRbio;2;12;0,0111094;(20.3, 13.0, 31.9);(349.7, 247.1, 3.9);3,61121
4;VRbio;2;13;0,0116493;(20.3, 13.0, 32.0);(349.9, 247.2, 3.6);3,625697
4;VRbio;2;14;0,0119655;(20.3, 13.0, 32.0);(350.0, 247.6, 3.3);3,63482
4;VRbio;2;15;0,0096512;(20.3, 13.0, 32.0);(350.0, 248.1, 3.1);3,644461
4;VRbio;2;16;0,0118819;(20.3, 13.0, 32.0);(350.1, 248.7, 2.9);3,656365
4;VRbio;2;17;0,0108356;(20.3, 13.0, 32.0);(350.0, 249.3, 2.9);3,667196
4;VRbio;2;18;0,0108353;(20.3, 13.0, 32.0);(350.1, 249.7, 2.9);3,678466
4;VRbio;2;19;0,0111774;(20.3, 13.0, 32.0);(350.1, 250.1, 3.0);3,689196
4;VRbio;2;20;0,0121409;(20.3, 13.0, 32.0);(350.1, 250.5, 3.1);3,701353
4;VRbio;2;21;0,0102039;(20.3, 13.0, 32.0);(350.4, 251.0, 3.2);3,711566
