ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
16;VRslow;4;2022-03-03_15-36-08;MWD;1;2;6,378082;7,912815;9,02523;1,53;1,11
16;VRslow;4;2022-03-03_15-36-08;TP;1;1;13,04628;14,04159;15,20321;1,00;1,16
16;VRslow;4;2022-03-03_15-36-08;MWD;2;8;19,22261;19,92729;27,78968;0,70;7,86
16;VRslow;4;2022-03-03_15-36-08;TP;2;8;31,81156;32,32663;40,6595;0,52;8,33
16;VRslow;4;2022-03-03_15-36-08;MWD;3;4;44,67871;45,39412;50,00708;0,72;4,61
16;VRslow;4;2022-03-03_15-36-08;TP;3;2;54,02844;54,54269;57,17838;0,51;2,64
16;VRslow;4;2022-03-03_15-36-08;MWD;4;1;61,19868;61,90283;63,55579;0,70;1,65
16;VRslow;4;2022-03-03_15-36-08;TP;4;4;67,58027;68,37061;72,8945;0,79;4,52
16;VRslow;4;2022-03-03_15-36-08;MWD;5;2;76,91516;77,64118;80,15443;0,73;2,51
16;VRslow;4;2022-03-03_15-36-08;TP;5;8;84,17551;84,61154;93,29233;0,44;8,68
16;VRslow;4;2022-03-03_15-36-08;MWD;6;1;97,31077;97,82494;99,31047;0,51;1,49
16;VRslow;4;2022-03-03_15-36-08;TP;6;1;103,327;103,9035;105,153;0,58;1,25
16;VRslow;4;2022-03-03_15-36-08;MWD;7;4;109,1731;109,7097;114,222;0,54;4,51
16;VRslow;4;2022-03-03_15-36-08;TP;7;2;118,2434;118,6789;120,6452;0,44;1,97
16;VRslow;4;2022-03-03_15-36-08;MWD;8;8;124,6581;125,0905;133,2897;0,43;8,20
16;VRslow;4;2022-03-03_15-36-08;TP;8;4;137,3103;137,7927;142,5939;0,48;4,80
16;VRslow;4;2022-03-03_15-36-08;MWD;9;8;146,6106;147,1728;156,0756;0,56;8,90
16;VRslow;4;2022-03-03_15-36-08;TP;9;1;160,0964;161,1258;162,9453;1,03;1,82
16;VRslow;4;2022-03-03_15-36-08;MWD;10;2;166,9656;169,6582;170,9767;2,69;1,32
16;VRslow;4;2022-03-03_15-36-08;TP;10;2;174,9971;175,9253;178,6265;0,93;2,70
16;VRslow;4;2022-03-03_15-36-08;MWD;11;1;182,648;183,3404;184,4572;0,69;1,12
16;VRslow;4;2022-03-03_15-36-08;TP;11;8;188,4789;189,0268;197,2702;0,55;8,24
16;VRslow;4;2022-03-03_15-36-08;MWD;12;4;201,2906;202,3292;207,2104;1,04;4,88
16;VRslow;4;2022-03-03_15-36-08;TP;12;4;211,229;211,6231;216,4933;0,39;4,87
16;VRslow;4;2022-03-03_15-36-08;MWD;13;1;220,5139;221,1282;222,3119;0,61;1,18
16;VRslow;4;2022-03-03_15-36-08;TP;13;2;226,3333;226,8936;229,4724;0,56;2,58
16;VRslow;4;2022-03-03_15-36-08;MWD;14;8;233,4929;234,0627;242,3389;0,57;8,28
16;VRslow;4;2022-03-03_15-36-08;TP;14;1;246,3609;246,8421;247,9599;0,48;1,12
16;VRslow;4;2022-03-03_15-36-08;MWD;15;2;251,9785;252,638;253,7773;0,66;1,14
16;VRslow;4;2022-03-03_15-36-08;TP;15;8;257,7987;258,2906;265,9424;0,49;7,65
16;VRslow;4;2022-03-03_15-36-08;MWD;16;4;269,9584;270,5877;276,2403;0,63;5,65
16;VRslow;4;2022-03-03_15-36-08;TP;16;4;280,2833;280,8204;286,0925;0,54;5,27
16;VRslow;4;2022-03-03_15-36-08;MWD;17;4;290,1129;290,5265;295,0615;0,41;4,54
16;VRslow;4;2022-03-03_15-36-08;TP;17;2;299,082;300,9269;303,372;1,84;2,45
16;VRslow;4;2022-03-03_15-36-08;MWD;18;2;307,392;307,973;310,5868;0,58;2,61
16;VRslow;4;2022-03-03_15-36-08;TP;18;4;314,6083;315,089;319,5902;0,48;4,50
16;VRslow;4;2022-03-03_15-36-08;MWD;19;8;323,6219;324,0914;332,9597;0,47;8,87
16;VRslow;4;2022-03-03_15-36-08;TP;19;1;336,9816;337,4062;338,825;0,42;1,42
16;VRslow;4;2022-03-03_15-36-08;MWD;20;1;342,8453;343,6605;344,8189;0,82;1,16
16;VRslow;4;2022-03-03_15-36-08;TP;20;8;348,8323;349,5033;358,6286;0,67;9,13
