ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-20_13-16-52;TP;1;2;7,551148;16,86877;17,28256;9,32;0,41
;RE;;2022-02-20_13-16-52;MWD;1;4;19,287;19,83252;20,033;0,55;0,20
;RE;;2022-02-20_13-16-52;TP;2;7;22,03493;22,36628;22,56587;0,33;0,20
;RE;;2022-02-20_13-16-52;MWD;2;1;24,56727;24,89949;25,06555;0,33;0,17
;RE;;2022-02-20_13-16-52;TP;3;4;27,06656;27,36599;27,54909;0,30;0,18
;RE;;2022-02-20_13-16-52;MWD;3;2;29,55274;29,76584;29,96597;0,21;0,20
;RE;;2022-02-20_13-16-52;TP;4;1;31,96777;32,09926;32,31672;0,13;0,22
;RE;;2022-02-20_13-16-52;MWD;4;7;34,31913;34,53282;34,74945;0,21;0,22
;RE;;2022-02-20_13-16-52;TP;5;7;36,75153;36,86667;37,0664;0,12;0,20
;RE;;2022-02-20_13-16-52;MWD;5;1;39,06824;39,29894;39,48255;0,23;0,18
;RE;;2022-02-20_13-16-52;TP;6;1;41,48502;41,74932;41,94967;0,26;0,20
;RE;;2022-02-20_13-16-52;MWD;6;2;43,95242;44,1996;44,38283;0,25;0,18
;RE;;2022-02-20_13-16-52;TP;7;4;46,38399;46,59973;46,79993;0,22;0,20
;RE;;2022-02-20_13-16-52;MWD;7;7;48,80186;49,09975;49,29988;0,30;0,20
;RE;;2022-02-20_13-16-52;TP;8;2;51,30206;51,59958;51,78289;0,30;0,18
;RE;;2022-02-20_13-16-52;MWD;8;4;53,78425;54,06596;54,19958;0,28;0,13
;RE;;2022-02-20_13-16-52;TP;9;2;56,20161;56,48346;56,66638;0,28;0,18
;RE;;2022-02-20_13-16-52;MWD;9;7;58,66719;58,83253;59,03248;0,17;0,20
;RE;;2022-02-20_13-16-52;TP;10;4;61,03557;61,31591;61,51587;0,28;0,20
;RE;;2022-02-20_13-16-52;MWD;10;4;63,51766;63,81666;64,01591;0,30;0,20
;RE;;2022-02-20_13-16-52;TP;11;1;66,01793;66,31561;66,53226;0,30;0,22
;RE;;2022-02-20_13-16-52;MWD;11;2;68,53479;68,88231;69,09995;0,35;0,22
;RE;;2022-02-20_13-16-52;TP;12;7;71,1024;71,54931;71,81576;0,45;0,27
;RE;;2022-02-20_13-16-52;MWD;12;1;73,81682;74,08268;74,28318;0,27;0,20
;RE;;2022-02-20_13-16-52;TP;13;1;76,28493;76,56544;76,78265;0,28;0,22
;RE;;2022-02-20_13-16-52;MWD;13;1;78,78481;79,15008;79,36586;0,37;0,22
;RE;;2022-02-20_13-16-52;TP;14;7;81,37045;81,66622;81,89964;0,30;0,23
;RE;;2022-02-20_13-16-52;MWD;14;7;83,90189;84,13297;84,35032;0,23;0,22
;RE;;2022-02-20_13-16-52;TP;15;4;86,35153;86,41595;86,65012;0,06;0,23
;RE;;2022-02-20_13-16-52;MWD;15;2;88,65311;88,89937;89,11716;0,25;0,22
;RE;;2022-02-20_13-16-52;TP;16;2;91,11966;91,39969;91,64923;0,28;0,25
;RE;;2022-02-20_13-16-52;MWD;16;4;93,65137;93,88207;94,06615;0,23;0,18
;RE;;2022-02-20_13-16-52;TP;17;2;96,06911;96,36585;96,58261;0,30;0,22
;RE;;2022-02-20_13-16-52;MWD;17;2;98,58476;98,84904;99,05007;0,26;0,20
;RE;;2022-02-20_13-16-52;TP;18;4;101,0526;101,3325;101,5492;0,28;0,22
;RE;;2022-02-20_13-16-52;MWD;18;1;103,5508;103,8159;104,0156;0,27;0,20
;RE;;2022-02-20_13-16-52;TP;19;7;106,0177;106,3327;106,5328;0,32;0,20
;RE;;2022-02-20_13-16-52;MWD;19;7;108,5355;108,7488;108,9491;0,21;0,20
;RE;;2022-02-20_13-16-52;TP;20;1;110,9516;111,2333;111,4491;0,28;0,22
;RE;;2022-02-20_13-16-52;MWD;20;4;113,4512;113,8157;113,999;0,36;0,18
