1;1;0,3333333
1;2;0,0129318
1;3;0,0032723
1;4;0,0017936
1;5;0,001574
1;6;0,0014125
1;7;0,0013436
1;8;0,0015634
1;9;0,0014948
1;10;0,001398
1;11;0,0014372
1;12;0,0014872
1;13;0,0014931
1;14;0,0014233
1;15;0,0016217
1;16;0,0016195
1;17;0,001516
1;18;0,0014564
1;19;0,0014269
1;20;0,0015662
1;21;0,0015278
1;22;0,0015745
1;23;0,0014607
1;24;0,0015818
1;25;0,0016291
1;26;0,0018251
1;27;0,0015462
1;28;0,0016913
1;29;0,0015454
1;30;0,0014376
1;31;0,0014734
1;32;0,0015737
1;33;0,0016299
1;34;0,0015118
1;35;0,0013962
1;36;0,001361
1;37;0,0021375
1;38;0,0015217
1;39;0,0014355
1;40;0,0013741
1;41;0,0014774
1;42;0,001773
1;43;0,0014931
1;44;0,0016439
1;45;0,0019391
1;46;0,0014992
1;47;0,001754
1;48;0,0015726
1;49;0,0015078
1;50;0,0015835
1;51;0,0014551
1;52;0,0013956
1;53;0,0015343
1;54;0,0014824
1;55;0,0015001
1;56;0,0014129
1;57;0,0014272
1;58;0,0022918
1;59;0,0015514
1;60;0,001385
1;61;0,0014593
1;62;0,0015008
1;63;0,0016308
1;64;0,0014114
1;65;0,0014144
1;66;0,0013889
1;67;0,0016081
1;68;0,0014162
1;69;0,0017267
1;70;0,0014657
1;71;0,0014349
1;72;0,00139
1;73;0,0014442
1;74;0,0013905
1;75;0,0016892
1;76;0,0015105
1;77;0,001448
1;78;0,0014945
1;79;0,0016494
1;80;0,0016824
1;81;0,0015194
1;82;0,0013722
1;83;0,0013718
1;84;0,0014807
1;85;0,0014914
1;86;0,0015536
1;87;0,0015179
1;88;0,0013894
1;89;0,0013483
1;90;0,001487
1;91;0,0022355
1;92;0,0015422
1;93;0,0014745
1;94;0,0014585
1;95;0,0014111
1;96;0,0016087
1;97;0,0013663
1;98;0,0015016
1;99;0,0014875
1;100;0,0016663
1;101;0,0013674
1;102;0,0039787
1;103;0,0014246
1;104;0,0013868
1;105;0,0014936
1;106;0,0014995
1;107;0,0014294
1;108;0,0013618
1;109;0,0014318
1;110;0,0015557
1;111;0,001455
1;112;0,001812
1;113;0,0015283
1;114;0,0014548
1;115;0,0014487
1;116;0,0014319
1;117;0,0013566
1;118;0,0013967
1;119;0,0014804
1;120;0,0013617
1;121;0,0013478
1;122;0,0016874
1;123;0,0018108
1;124;0,0014632
1;125;0,0014129
1;126;0,001367
1;127;0,0014866
