ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-01-27_10-39-19;MWD;1;7;14,95032;14,9503;15,23283;2,282732;0,28
;RE;;2022-01-27_10-39-19;TP;1;4;16,23525;18,33747;18,52087;2,10;0,18
;RE;;2022-01-27_10-39-19;MWD;2;2;19,52163;21,80912;22,00083;2,29;0,19
;RE;;2022-01-27_10-39-19;TP;2;2;23,00147;25,03288;25,20093;2,03;0,17
;RE;;2022-01-27_10-39-19;MWD;3;4;26,20214;28,35361;28,50582;2,15;0,15
;RE;;2022-01-27_10-39-19;TP;3;1;29,50664;31,30538;31,45717;1,80;0,15
;RE;;2022-01-27_10-39-19;MWD;4;1;32,45859;34,60946;34,7692;2,15;0,16
;RE;;2022-01-27_10-39-19;TP;4;7;35,77031;38,42562;38,60086;2,66;0,18
;RE;;2022-01-27_10-39-19;MWD;5;2;39,60265;44,16161;44,31316;4,56;0,15
;RE;;2022-01-27_10-39-19;TP;5;2;45,31542;47,25699;47,4172;1,94;0,16
;RE;;2022-01-27_10-39-19;MWD;6;1;48,41849;50,71271;50,86609;2,29;0,15
;RE;;2022-01-27_10-39-19;TP;6;1;51,8673;53,61673;53,77743;1,75;0,16
;RE;;2022-01-27_10-39-19;MWD;7;7;54,77827;57,03379;57,20177;2,26;0,17
;RE;;2022-01-27_10-39-19;TP;7;7;58,20314;60,42496;60,59279;2,22;0,17
;RE;;2022-01-27_10-39-19;MWD;8;4;61,59385;63,95301;64,12891;2,36;0,18
;RE;;2022-01-27_10-39-19;TP;8;4;65,13055;67,19365;67,37669;2,06;0,18
;RE;;2022-01-27_10-39-19;MWD;9;7;68,37885;71,14542;71,30464;2,77;0,16
;RE;;2022-01-27_10-39-19;TP;9;4;72,30616;74,60871;74,77682;2,30;0,17
;RE;;2022-01-27_10-39-19;MWD;10;4;75,77808;78,73679;78,90467;2,96;0,17
;RE;;2022-01-27_10-39-19;TP;10;2;79,90543;81,84933;82,01704;1,94;0,17
;RE;;2022-01-27_10-39-19;MWD;11;2;83,01793;86,19348;86,35326;3,18;0,16
;RE;;2022-01-27_10-39-19;TP;11;1;87,35406;89,31277;89,47318;1,96;0,16
;RE;;2022-01-27_10-39-19;MWD;12;1;90,47427;93,92084;94,09709;3,45;0,18
;RE;;2022-01-27_10-39-19;TP;12;7;95,09873;98,85674;99,00103;3,76;0,14
;RE;;2022-01-27_10-39-19;MWD;13;7;100,0028;102,4014;102,5768;2,40;0,18
;RE;;2022-01-27_10-39-19;TP;13;4;103,5786;105,7295;105,8815;2,15;0,15
;RE;;2022-01-27_10-39-19;MWD;14;2;106,8822;110,9295;111,1048;4,05;0,18
;RE;;2022-01-27_10-39-19;TP;14;7;112,1062;114,4726;114,6409;2,37;0,17
;RE;;2022-01-27_10-39-19;MWD;15;4;115,6416;118,6416;118,8251;3,00;0,18
;RE;;2022-01-27_10-39-19;TP;15;1;119,8267;121,8727;122,0489;2,05;0,18
;RE;;2022-01-27_10-39-19;MWD;16;1;123,051;126,1928;126,3687;3,14;0,18
;RE;;2022-01-27_10-39-19;TP;16;2;127,3697;131,3538;131,6491;3,98;0,30
;RE;;2022-01-27_10-39-19;MWD;17;7;132,65;135,6572;135,8493;3,01;0,19
;RE;;2022-01-27_10-39-19;TP;17;2;136,8503;140,3289;140,5378;3,48;0,21
;RE;;2022-01-27_10-39-19;MWD;18;4;141,5386;143,9534;144,1136;2,41;0,16
;RE;;2022-01-27_10-39-19;TP;18;4;145,1146;147,2092;147,3767;2,09;0,17
;RE;;2022-01-27_10-39-19;MWD;19;1;148,3783;150,6651;150,8416;2,29;0,18
;RE;;2022-01-27_10-39-19;TP;19;7;151,8427;154,1694;154,3533;2,33;0,18
;RE;;2022-01-27_10-39-19;MWD;20;2;155,354;158,3297;158,5057;2,98;0,18
;RE;;2022-01-27_10-39-19;TP;20;1;159,5072;161,6732;161,985;2,17;0,31
