ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-16_12-21-40;TP;1;4;61,6565;61,65648;62,08566;5,784971;0,43
;RE;;2022-02-16_12-21-40;MWD;1;2;64,14974;67,52206;67,75481;3,37;0,23
;RE;;2022-02-16_12-21-40;TP;2;7;69,78558;74,35274;74,62226;4,57;0,27
;RE;;2022-02-16_12-21-40;MWD;2;1;76,65128;79,62115;79,85303;2,97;0,23
;RE;;2022-02-16_12-21-40;TP;3;2;81,91863;85,31846;85,61954;3,40;0,30
;RE;;2022-02-16_12-21-40;MWD;3;4;87,6839;93,58595;94,05205;5,90;0,47
;RE;;2022-02-16_12-21-40;TP;4;1;96,08224;101,3527;101,6204;5,27;0,27
;RE;;2022-02-16_12-21-40;MWD;4;7;103,6502;125,382;125,6829;21,73;0,30
;RE;;2022-02-16_12-21-40;TP;5;1;125,7843;129,5165;129,782;3,73;0,27
;RE;;2022-02-16_12-21-40;MWD;5;7;129,9809;132,8139;133,0482;2,83;0,23
;RE;;2022-02-16_12-21-40;TP;6;2;133,18;136,0817;136,2805;2,90;0,20
;RE;;2022-02-16_12-21-40;MWD;6;4;136,4463;139,214;139,4151;2,77;0,20
;RE;;2022-02-16_12-21-40;TP;7;7;139,5823;143,5533;143,7531;3,97;0,20
;RE;;2022-02-16_12-21-40;MWD;7;2;143,9525;146,886;147,0864;2,93;0,20
;RE;;2022-02-16_12-21-40;TP;8;4;147,2186;150,3208;150,5542;3,10;0,23
;RE;;2022-02-16_12-21-40;MWD;8;1;150,7192;153,4209;153,6858;2,70;0,26
;RE;;2022-02-16_12-21-40;TP;9;1;153,8575;157,3199;157,4873;3,46;0,17
;RE;;2022-02-16_12-21-40;MWD;9;4;157,6187;160,5199;160,7208;2,90;0,20
;RE;;2022-02-16_12-21-40;TP;10;7;160,8847;164,0192;164,1848;3,13;0,17
;RE;;2022-02-16_12-21-40;MWD;10;1;164,3852;166,9859;167,2179;2,60;0,23
;RE;;2022-02-16_12-21-40;TP;11;2;167,4177;170,8524;171,0856;3,43;0,23
;RE;;2022-02-16_12-21-40;MWD;11;2;171,2177;173,8263;174,0222;2,61;0,20
;RE;;2022-02-16_12-21-40;TP;12;4;174,1517;177,6542;177,8547;3,50;0,20
;RE;;2022-02-16_12-21-40;MWD;12;7;178,0543;184,6236;184,8224;6,57;0,20
;RE;;2022-02-16_12-21-40;TP;13;2;185,0206;188,8874;189,0881;3,87;0,20
;RE;;2022-02-16_12-21-40;MWD;13;7;189,2842;191,9859;192,185;2,70;0,20
;RE;;2022-02-16_12-21-40;TP;14;4;192,351;195,486;195,6849;3,13;0,20
;RE;;2022-02-16_12-21-40;MWD;14;4;195,8179;198,3197;198,5184;2,50;0,20
;RE;;2022-02-16_12-21-40;TP;15;7;198,6851;201,7872;201,9888;3,10;0,20
;RE;;2022-02-16_12-21-40;MWD;15;2;202,1514;204,6542;204,8878;2,50;0,23
;RE;;2022-02-16_12-21-40;TP;16;1;205,0545;208,5546;208,8179;3,50;0,26
;RE;;2022-02-16_12-21-40;MWD;16;1;208,9523;211,186;211,4188;2,23;0,23
;RE;;2022-02-16_12-21-40;TP;17;4;211,6184;214,7853;215,0198;3,17;0,23
;RE;;2022-02-16_12-21-40;MWD;17;1;215,1526;217,9899;218,3217;2,84;0,33
;RE;;2022-02-16_12-21-40;TP;18;2;218,4874;222,3194;222,5556;3,83;0,24
;RE;;2022-02-16_12-21-40;MWD;18;4;222,7201;225,2519;225,4851;2,53;0,23
;RE;;2022-02-16_12-21-40;TP;19;7;225,6835;228,9583;229,1889;3,27;0,23
;RE;;2022-02-16_12-21-40;MWD;19;7;229,3557;233,1201;233,3527;3,76;0,23
;RE;;2022-02-16_12-21-40;TP;20;1;233,5511;237,0553;237,2895;3,50;0,23
;RE;;2022-02-16_12-21-40;MWD;20;2;237,4532;239,9886;240,3183;2,54;0,33
