ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-06_10-53-36;TP;1;2;5,508747;5,508739;5,85099;2,852846;0,34
;RE;;2022-02-06_10-53-36;MWD;1;4;6,856392;7,424165;7,648427;0,57;0,22
;RE;;2022-02-06_10-53-36;TP;2;4;8,652302;8,849295;9,028267;0,20;0,18
;RE;;2022-02-06_10-53-36;MWD;2;7;10,03246;10,19862;10,37075;0,17;0,17
;RE;;2022-02-06_10-53-36;TP;3;7;11,41364;11,51821;11,68538;0,10;0,17
;RE;;2022-02-06_10-53-36;MWD;3;2;12,69002;12,82394;13,00334;0,13;0,18
;RE;;2022-02-06_10-53-36;TP;4;1;14,00596;14,14341;14,32304;0,14;0,18
;RE;;2022-02-06_10-53-36;MWD;4;1;15,32702;15,48289;15,67095;0,16;0,19
;RE;;2022-02-06_10-53-36;TP;5;2;16,67279;16,77784;16,96047;0,11;0,18
;RE;;2022-02-06_10-53-36;MWD;5;1;17,96292;18,094;18,28285;0,13;0,19
;RE;;2022-02-06_10-53-36;TP;6;1;19,28552;19,39326;19,57854;0,11;0,19
;RE;;2022-02-06_10-53-36;MWD;6;7;20,58192;20,7102;20,90057;0,13;0,19
;RE;;2022-02-06_10-53-36;TP;7;7;21,90186;22,02899;22,21993;0,13;0,19
;RE;;2022-02-06_10-53-36;MWD;7;2;23,22326;23,374;23,56807;0,15;0,19
;RE;;2022-02-06_10-53-36;TP;8;4;24,57145;24,69794;24,8983;0,13;0,20
;RE;;2022-02-06_10-53-36;MWD;8;4;25,90603;26,07352;26,26;0,17;0,19
;RE;;2022-02-06_10-53-36;TP;9;1;27,26379;27,4368;27,64924;0,17;0,21
;RE;;2022-02-06_10-53-36;MWD;9;2;28,65068;28,66588;28,87738;0,02;0,21
;RE;;2022-02-06_10-53-36;TP;10;7;29,87942;30,05871;30,25038;0,18;0,19
;RE;;2022-02-06_10-53-36;MWD;10;4;31,25359;31,31856;31,4715;0,06;0,15
;RE;;2022-02-06_10-53-36;TP;11;2;32,4748;32,62982;32,82401;0,16;0,19
;RE;;2022-02-06_10-53-36;MWD;11;1;33,8279;33,98952;34,17587;0,16;0,19
;RE;;2022-02-06_10-53-36;TP;12;4;35,17885;35,29888;35,48807;0,12;0,19
;RE;;2022-02-06_10-53-36;MWD;12;7;36,48992;36,5023;36,69762;0,01;0,20
;RE;;2022-02-06_10-53-36;TP;13;2;37,70218;37,87863;38,07898;0,18;0,20
;RE;;2022-02-06_10-53-36;MWD;13;2;39,08171;39,25639;39,45712;0,17;0,20
;RE;;2022-02-06_10-53-36;TP;14;7;40,46049;40,64194;40,85484;0,18;0,21
;RE;;2022-02-06_10-53-36;MWD;14;7;41,85737;42,01276;42,21168;0,16;0,20
;RE;;2022-02-06_10-53-36;TP;15;1;43,2152;43,39188;43,59674;0,18;0,20
;RE;;2022-02-06_10-53-36;MWD;15;1;44,60035;44,60861;44,81813;0,01;0,21
;RE;;2022-02-06_10-53-36;TP;16;4;45,82029;45,83694;46,03445;0,02;0,20
;RE;;2022-02-06_10-53-36;MWD;16;4;47,03593;47,21129;47,39442;0,18;0,18
;RE;;2022-02-06_10-53-36;TP;17;2;48,39699;48,57776;48,79298;0,18;0,22
;RE;;2022-02-06_10-53-36;MWD;17;4;49,79536;49,7999;49,99862;0,00;0,20
;RE;;2022-02-06_10-53-36;TP;18;1;51,00106;51,18917;51,38636;0,19;0,20
;RE;;2022-02-06_10-53-36;MWD;18;7;52,3878;52,55172;52,76295;0,16;0,21
;RE;;2022-02-06_10-53-36;TP;19;7;53,76437;53,95481;54,13025;0,19;0,18
;RE;;2022-02-06_10-53-36;MWD;19;2;55,13414;55,33543;55,52931;0,20;0,19
;RE;;2022-02-06_10-53-36;TP;20;4;56,53271;56,67449;56,89641;0,14;0,22
;RE;;2022-02-06_10-53-36;MWD;20;1;57,90228;58,07708;58,2713;0,17;0,19
