ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-20_13-21-08;TP;1;1;7,507122;8,405588;8,719607;0,90;0,31
;RE;;2022-02-20_13-21-08;MWD;1;7;10,72406;11,03727;11,23657;0,31;0,20
;RE;;2022-02-20_13-21-08;TP;2;4;13,24119;13,50337;13,66955;0,26;0,17
;RE;;2022-02-20_13-21-08;MWD;2;1;15,67244;15,86967;16,08696;0,20;0,22
;RE;;2022-02-20_13-21-08;TP;3;2;18,08926;18,32012;18,51965;0,23;0,20
;RE;;2022-02-20_13-21-08;MWD;3;4;20,52132;20,78647;20,98676;0,27;0,20
;RE;;2022-02-20_13-21-08;TP;4;7;22,98884;23,20321;23,41999;0,21;0,22
;RE;;2022-02-20_13-21-08;MWD;4;2;25,42201;25,65297;25,85293;0,23;0,20
;RE;;2022-02-20_13-21-08;TP;5;4;27,85448;28,11956;28,32001;0,27;0,20
;RE;;2022-02-20_13-21-08;MWD;5;4;30,32191;30,61969;30,8028;0,30;0,18
;RE;;2022-02-20_13-21-08;TP;6;2;32,80643;33,03617;33,23648;0,23;0,20
;RE;;2022-02-20_13-21-08;MWD;6;1;35,23986;35,48635;35,70285;0,25;0,22
;RE;;2022-02-20_13-21-08;TP;7;1;37,70623;38,05355;38,26999;0,35;0,22
;RE;;2022-02-20_13-21-08;MWD;7;2;40,27271;40,5195;40,71978;0,25;0,20
;RE;;2022-02-20_13-21-08;TP;8;7;42,7225;43,00331;43,18677;0,28;0,18
;RE;;2022-02-20_13-21-08;MWD;8;7;45,18882;45,4864;45,68633;0,30;0,20
;RE;;2022-02-20_13-21-08;TP;9;2;47,68804;47,92038;48,13646;0,23;0,22
;RE;;2022-02-20_13-21-08;MWD;9;2;50,13863;50,40363;50,61945;0,26;0,22
;RE;;2022-02-20_13-21-08;TP;10;4;52,62236;52,83677;53,03743;0,21;0,20
;RE;;2022-02-20_13-21-08;MWD;10;1;55,04053;55,30335;55,51939;0,26;0,22
;RE;;2022-02-20_13-21-08;TP;11;7;57,52267;57,83622;58,03613;0,31;0,20
;RE;;2022-02-20_13-21-08;MWD;11;7;60,03786;60,36965;60,58693;0,33;0,22
;RE;;2022-02-20_13-21-08;TP;12;1;62,5881;62,91973;63,11941;0,33;0,20
;RE;;2022-02-20_13-21-08;MWD;12;4;65,12113;65,4195;65,61987;0,30;0,20
;RE;;2022-02-20_13-21-08;TP;13;1;67,62158;68,03709;68,23678;0,42;0,20
;RE;;2022-02-20_13-21-08;MWD;13;2;70,23908;70,6699;70,8363;0,43;0,17
;RE;;2022-02-20_13-21-08;TP;14;2;72,8412;72,9863;73,18685;0,15;0,20
;RE;;2022-02-20_13-21-08;MWD;14;4;75,18939;75,4863;75,90368;0,30;0,42
;RE;;2022-02-20_13-21-08;TP;15;7;77,90641;78,18618;78,38627;0,28;0,20
;RE;;2022-02-20_13-21-08;MWD;15;7;80,38858;80,58633;80,78621;0,20;0,20
;RE;;2022-02-20_13-21-08;TP;16;4;82,78811;88,83672;89,0198;6,05;0,18
;RE;;2022-02-20_13-21-08;MWD;16;1;91,02113;91,31961;91,48689;0,30;0,17
;RE;;2022-02-20_13-21-08;TP;17;2;93,48927;93,7866;93,91964;0,30;0,13
;RE;;2022-02-20_13-21-08;MWD;17;1;95,92129;96,23637;96,40273;0,32;0,17
;RE;;2022-02-20_13-21-08;TP;18;7;98,40547;98,4362;98,60341;0,03;0,17
;RE;;2022-02-20_13-21-08;MWD;18;4;100,6056;100,787;100,9692;0,18;0,18
;RE;;2022-02-20_13-21-08;TP;19;1;102,9725;103,2372;103,403;0,26;0,17
;RE;;2022-02-20_13-21-08;MWD;19;2;105,4055;105,6365;105,8195;0,23;0,18
;RE;;2022-02-20_13-21-08;TP;20;4;107,821;108,1032;108,2697;0,28;0,17
;RE;;2022-02-20_13-21-08;MWD;20;7;110,2728;110,5532;110,7369;0,28;0,18
