ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-16_12-27-09;TP;1;1;40,8672;40,86718;41,16029;6,2471;0,29
;RE;;2022-02-16_12-27-09;MWD;1;1;41,25689;44,59005;44,79003;3,33;0,20
;RE;;2022-02-16_12-27-09;TP;2;7;44,99055;47,82445;48,02702;2,83;0,20
;RE;;2022-02-16_12-27-09;MWD;2;7;48,1918;51,02732;51,19799;2,84;0,17
;RE;;2022-02-16_12-27-09;TP;3;4;51,29251;53,96067;54,15959;2,67;0,20
;RE;;2022-02-16_12-27-09;MWD;3;2;54,35786;57,32094;57,52069;2,96;0,20
;RE;;2022-02-16_12-27-09;TP;4;2;57,68791;59,95724;60,15643;2,27;0,20
;RE;;2022-02-16_12-27-09;MWD;4;4;60,32222;62,95972;63,16058;2,64;0,20
;RE;;2022-02-16_12-27-09;TP;5;4;63,32162;66,65586;66,8904;3,33;0,23
;RE;;2022-02-16_12-27-09;MWD;5;7;67,05451;70,28777;70,48696;3,23;0,20
;RE;;2022-02-16_12-27-09;TP;6;1;70,68729;73,65849;73,85985;2,97;0,20
;RE;;2022-02-16_12-27-09;MWD;6;2;73,95987;77,12257;77,32548;3,16;0,20
;RE;;2022-02-16_12-27-09;TP;7;2;77,45618;80,75781;80,95922;3,30;0,20
;RE;;2022-02-16_12-27-09;MWD;7;4;81,12167;84,22188;84,42192;3,10;0,20
;RE;;2022-02-16_12-27-09;TP;8;7;84,6196;87,38789;87,62071;2,77;0,23
;RE;;2022-02-16_12-27-09;MWD;8;1;87,78944;90,65632;90,89175;2,87;0,24
;RE;;2022-02-16_12-27-09;TP;9;4;91,02343;94,29177;94,52634;3,27;0,23
;RE;;2022-02-16_12-27-09;MWD;9;1;94,68846;97,78915;97,9885;3,10;0,20
;RE;;2022-02-16_12-27-09;TP;10;1;98,12138;100,5215;100,7217;2,40;0,20
;RE;;2022-02-16_12-27-09;MWD;10;2;100,8899;103,1907;103,3576;2,30;0,17
;RE;;2022-02-16_12-27-09;TP;11;2;103,5197;107,5548;107,7534;4,04;0,20
;RE;;2022-02-16_12-27-09;MWD;11;7;107,9544;112,2543;113,2205;4,30;0,97
;RE;;2022-02-16_12-27-09;TP;12;7;113,3544;116,3208;116,5211;2,97;0,20
;RE;;2022-02-16_12-27-09;MWD;12;4;116,6532;119,5547;119,7538;2,90;0,20
;RE;;2022-02-16_12-27-09;TP;13;7;119,8547;122,6877;122,8896;2,83;0,20
;RE;;2022-02-16_12-27-09;MWD;13;2;123,0883;125,9558;126,1873;2,87;0,23
;RE;;2022-02-16_12-27-09;TP;14;1;126,3536;128,72;128,889;2,37;0,17
;RE;;2022-02-16_12-27-09;MWD;14;1;129,0546;131,5544;131,7539;2,50;0,20
;RE;;2022-02-16_12-27-09;TP;15;2;131,8877;134,6259;134,8222;2,74;0,20
;RE;;2022-02-16_12-27-09;MWD;15;4;134,988;137,786;138,022;2,80;0,24
;RE;;2022-02-16_12-27-09;TP;16;4;138,1876;140,8216;141,0201;2,63;0,20
;RE;;2022-02-16_12-27-09;MWD;16;7;141,1863;143,9535;144,1557;2,77;0,20
;RE;;2022-02-16_12-27-09;TP;17;2;144,3536;147,4861;147,6882;3,13;0,20
;RE;;2022-02-16_12-27-09;MWD;17;4;147,8523;153,0567;153,2873;5,20;0,23
;RE;;2022-02-16_12-27-09;TP;18;4;153,4853;156,2219;156,4567;2,74;0,23
;RE;;2022-02-16_12-27-09;MWD;18;7;156,5557;160,8531;161,0573;4,30;0,20
;RE;;2022-02-16_12-27-09;TP;19;7;161,221;163,8555;164,0231;2,63;0,17
;RE;;2022-02-16_12-27-09;MWD;19;1;164,188;167,0224;167,2222;2,83;0,20
;RE;;2022-02-16_12-27-09;TP;20;1;167,3849;170,2912;170,4592;2,91;0,17
;RE;;2022-02-16_12-27-09;MWD;20;2;170,6234;173,0214;173,2202;2,40;0,20
