ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-01_16-46-31;TP;1;2;5,517693;5,517682;5,819232;4,894011;0,30
;RE;;2022-02-01_16-46-31;MWD;1;1;6,824681;7,155245;7,382757;0,33;0,23
;RE;;2022-02-01_16-46-31;TP;2;7;8,387333;8,693757;8,897894;0,31;0,20
;RE;;2022-02-01_16-46-31;MWD;2;4;9,902705;10,22519;10,42759;0,32;0,20
;RE;;2022-02-01_16-46-31;TP;3;4;11,43244;11,71831;11,93408;0,29;0,22
;RE;;2022-02-01_16-46-31;MWD;3;7;12,94012;13,21088;13,41906;0,27;0,21
;RE;;2022-02-01_16-46-31;TP;4;1;14,4208;14,69423;14,90025;0,27;0,21
;RE;;2022-02-01_16-46-31;MWD;4;2;15,90247;34,68477;35,17674;18,78;0,49
;RE;;2022-02-01_16-46-31;TP;5;2;35,18676;36,07885;36,55587;0,89;0,48
;RE;;2022-02-01_16-46-31;MWD;5;7;36,56658;37,41958;37,88721;0,85;0,47
;RE;;2022-02-01_16-46-31;TP;6;4;37,89798;38,58161;38,98033;0,68;0,40
;RE;;2022-02-01_16-46-31;MWD;6;4;38,98967;39,8709;40,22235;0,88;0,35
;RE;;2022-02-01_16-46-31;TP;7;7;40,23301;41,07247;41,40858;0,84;0,34
;RE;;2022-02-01_16-46-31;MWD;7;1;41,41819;42,16772;42,45228;0,75;0,28
;RE;;2022-02-01_16-46-31;TP;8;1;42,46341;43,17289;43,44341;0,71;0,27
;RE;;2022-02-01_16-46-31;MWD;8;2;43,45295;44,15598;44,47533;0,70;0,32
;RE;;2022-02-01_16-46-31;TP;9;2;44,48503;45,06636;45,38767;0,58;0,32
;RE;;2022-02-01_16-46-31;MWD;9;1;45,39755;46,02298;46,36427;0,63;0,34
;RE;;2022-02-01_16-46-31;TP;10;7;46,37463;46,98272;47,34075;0,61;0,36
;RE;;2022-02-01_16-46-31;MWD;10;2;47,3502;47,92884;48,26248;0,58;0,33
;RE;;2022-02-01_16-46-31;TP;11;4;48,27236;49,06032;49,39727;0,79;0,34
;RE;;2022-02-01_16-46-31;MWD;11;4;49,40726;50,01171;50,34499;0,60;0,33
;RE;;2022-02-01_16-46-31;TP;12;1;50,35482;50,95792;51,28823;0,60;0,33
;RE;;2022-02-01_16-46-31;MWD;12;7;51,29742;51,9727;52,31;0,68;0,34
;RE;;2022-02-01_16-46-31;TP;13;4;52,32024;52,89073;53,22289;0,57;0,33
;RE;;2022-02-01_16-46-31;MWD;13;2;53,23266;54,93305;55,15771;1,70;0,22
;RE;;2022-02-01_16-46-31;TP;14;1;55,17029;55,89827;56,09452;0,73;0,20
;RE;;2022-02-01_16-46-31;MWD;14;1;56,10438;56,54528;56,77882;0,44;0,23
;RE;;2022-02-01_16-46-31;TP;15;2;56,78907;57,29926;57,49615;0,51;0,20
;RE;;2022-02-01_16-46-31;MWD;15;7;57,50648;58,20053;58,40803;0,69;0,21
;RE;;2022-02-01_16-46-31;TP;16;7;58,42365;58,87315;59,10231;0,45;0,23
;RE;;2022-02-01_16-46-31;MWD;16;4;59,11127;59,48975;59,69411;0,38;0,20
;RE;;2022-02-01_16-46-31;TP;17;1;59,70467;60,85625;61,29161;1,15;0,44
;RE;;2022-02-01_16-46-31;MWD;17;2;61,30165;62,10335;62,5522;0,80;0,45
;RE;;2022-02-01_16-46-31;TP;18;7;62,56192;63,21427;63,69651;0,65;0,48
;RE;;2022-02-01_16-46-31;MWD;18;7;63,70666;64,40189;64,96148;0,70;0,56
;RE;;2022-02-01_16-46-31;TP;19;2;64,97162;66,20637;66,80044;1,23;0,59
;RE;;2022-02-01_16-46-31;MWD;19;1;66,80981;68,03351;68,65315;1,22;0,62
;RE;;2022-02-01_16-46-31;TP;20;4;68,66352;69,64613;70,24038;0,98;0,59
;RE;;2022-02-01_16-46-31;MWD;20;4;70,25211;71,64243;72,36684;1,39;0,72
