ID;Frame;Framerate
;1513;0,0016391
;1514;0,0015129
;1515;0,0013711
;1516;0,0013825
;1517;0,0014345
;1518;0,0013405
;1519;0,0012983
;1520;0,0017638
;1521;0,0014862
;1522;0,0013754
;1523;0,0013011
;1524;0,0013057
;1525;0,0020531
;1526;0,0014792
;1527;0,0013044
;1528;0,0013061
;1529;0,0012918
;1530;0,0014045
;1531;0,0013786
;1532;0,0012942
;1533;0,001327
;1534;0,001624
;1535;0,0014048
;1536;0,0014055
;1537;0,0019922
;1538;0,0014336
;1539;0,0013409
;1540;0,0013131
;1541;0,0012536
;1542;0,0013046
;1543;0,0013092
;1544;0,0014549
;1545;0,0014019
;1546;0,0013427
;1547;0,0013042
;1548;0,0022874
;1549;0,0015263
;1550;0,0013506
;1551;0,0013785
;1552;0,0015396
;1553;0,0014023
;1554;0,0014322
;1555;0,0014373
;1556;0,0013619
;1557;0,0014995
;1558;0,0016817
;1559;0,0015726
;1560;0,001606
;1561;0,0013569
;1562;0,0014365
;1563;0,0014865
;1564;0,0013485
;1565;0,001335
;1566;0,0016708
;1567;0,0013351
;1568;0,0013394
;1569;0,0013815
;1570;0,0014004
;1571;0,0019007
;1572;0,0014044
;1573;0,0013115
;1574;0,0013671
;1575;0,0013252
;1576;0,0014204
;1577;0,0013404
;1578;0,0013058
;1579;0,0013604
;1580;0,0012909
;1581;0,0015221
;1582;0,0013825
;1583;0,0015978
;1584;0,0014292
;1585;0,001275
;1586;0,0013509
;1587;0,001408
;1588;0,0013823
;1589;0,0013336
;1590;0,0017852
;1591;0,0013484
;1592;0,0013218
;1593;0,0013391
;1594;0,0014038
;1595;0,0017985
;1596;0,0013978
;1597;0,0013536
;1598;0,0013718
;1599;0,0013225
;1600;0,0013633
;1601;0,0012914
;1602;0,0012365
;1603;0,0013376
;1604;0,0012539
;1605;0,0016735
;1606;0,001443
;1607;0,0017221
;1608;0,0014441
;1609;0,0012904
;1610;0,001491
;1611;0,0014804
;1612;0,001386
;1613;0,0013325
;1614;0,0017174
;1615;0,001387
;1616;0,0013542
;1617;0,001337
;1618;0,0017116
;1619;0,0015337
;1620;0,0013782
;1621;0,0013625
;1622;0,0013949
;1623;0,0015768
;1624;0,0013994
;1625;0,0013508
;1626;0,0013204
;1627;0,0013482
;1628;0,0015325
;1629;0,0034351
;1630;0,0014138
;1631;0,0018905
;1632;0,0014166
;1633;0,0013678
;1634;0,0013422
;1635;0,0012968
;1636;0,0017326
;1637;0,00146
;1638;0,0013274
;1639;0,0013384
;1640;0,0015532
;1641;0,001551
;1642;0,0013372
;1643;0,001417
;1644;0,0013863
;1645;0,0017243
;1646;0,0017169
;1647;0,0014927
;1648;0,0013672
;1649;0,0013713
;1650;0,0017271
;1651;0,0019534
;1652;0,0014429
;1653;0,0014136
;1654;0,0015158
;1655;0,0017485
;1656;0,0013683
;1657;0,0014045
;1658;0,0013639
;1659;0,001642
;1660;0,0014333
;1661;0,0014256
;1662;0,0016295
;1663;0,0013953
;1664;0,0015765
;1665;0,0018462
;1666;0,0013297
;1667;0,0013147
;1668;0,001389
;1669;0,0017521
;1670;0,0014361
;1671;0,001354
;1672;0,0013191
;1673;0,0022024
;1674;0,0014511
;1675;0,0013717
;1676;0,0013319
;1677;0,0013349
;1678;0,0013969
;1679;0,0013807
;1680;0,001313
;1681;0,001317
;1682;0,0013148
;1683;0,0015767
;1684;0,0015815
;1685;0,0014621
;1686;0,0013231
;1687;0,0013254
;1688;0,0015447
;1689;0,001378
;1690;0,0012914
;1691;0,0013494
;1692;0,0013117
;1693;0,0014584
;1694;0,001384
;1695;0,0013427
;1696;0,001829
;1697;0,0021166
;1698;0,0014715
;1699;0,0013938
;1700;0,0013261
;1701;0,0013665
;1702;0,0013715
;1703;0,0014162
;1704;0,0013097
;1705;0,0013812
;1706;0,0013624
;1707;0,001643
;1708;0,0015444
;1709;0,0014478
;1710;0,0014084
;1711;0,0015115
;1712;0,0017299
;1713;0,0014752
;1714;0,0012855
;1715;0,0013448
;1716;0,0016903
;1717;0,0014727
;1718;0,0014733
;1719;0,0016595
;1720;0,0014491
;1721;0,001499
;1722;0,0015438
;1723;0,0013217
;1724;0,0012607
;1725;0,0012487
;1726;0,0014709
;1727;0,0013195
;1728;0,0013275
;1729;0,0013407
;1730;0,002132
;1731;0,0015672
;1732;0,0013489
;1733;0,0012947
;1734;0,0015738
;1735;0,0016687
;1736;0,0013285
;1737;0,001294
;1738;0,0013244
;1739;0,0014522
;1740;0,0016654
;1741;0,0013617
;1742;0,0016583
;1743;0,0014428
;1744;0,0014867
;1745;0,0014005
;1746;0,001348
;1747;0,0013733
;1748;0,0013562
;1749;0,0014706
;1750;0,0015285
;1751;0,0013842
;1752;0,0013653
;1753;0,0015669
;1754;0,0015906
;1755;0,0014026
;1756;0,0013922
;1757;0,0013695
;1758;0,0015453
;1759;0,0014502
;1760;0,0013477
;1761;0,0013814
;1762;0,0013664
;1763;0,0037859
;1764;0,0015997
;1765;0,0017568
;1766;0,0013982
;1767;0,0013465
;1768;0,0012761
;1769;0,001321
;1770;0,0016567
;1771;0,0012958
;1772;0,0012385
;1773;0,0012427
;1774;0,0013124
;1775;0,0016607
;1776;0,0014781
;1777;0,0012559
;1778;0,0012841
;1779;0,0013271
;1780;0,0014045
;1781;0,00178
;1782;0,0014024
;1783;0,0013313
;1784;0,0013513
;1785;0,0017366
;1786;0,0018147
;1787;0,0015064
;1788;0,0014176
;1789;0,0014451
;1790;0,0018377
;1791;0,0013805
;1792;0,0013482
;1793;0,001364
;1794;0,0018205
;1795;0,0015133
;1796;0,0013715
;1797;0,0015989
;1798;0,0015144
;1799;0,0015199
;1800;0,0014715
;1801;0,0014195
;1802;0,0013766
;1803;0,0015442
;1804;0,0017615
;1805;0,001354
;1806;0,0013338
;1807;0,0014261
;1808;0,0023837
;1809;0,0015243
;1810;0,001395
;1811;0,0013799
;1812;0,0013631
;1813;0,0017406
;1814;0,0013489
;1815;0,001372
;1816;0,0013894
;1817;0,0017879
;1818;0,0014213
;1819;0,0017854
;1820;0,001448
;1821;0,0014574
;1822;0,0014189
;1823;0,0013505
;1824;0,0013803
;1825;0,0013145
;1826;0,0013394
;1827;0,0013819
;1828;0,0013451
;1829;0,0013957
;1830;0,0013311
;1831;0,0020861
;1832;0,0018543
;1833;0,0013981
;1834;0,0013436
;1835;0,0013055
;1836;0,001542
;1837;0,0014513
;1838;0,0014368
;1839;0,0013084
;1840;0,0013265
;1841;0,0017484
;1842;0,0016606
;1843;0,001411
;1844;0,0013031
;1845;0,0013027
;1846;0,0014465
;1847;0,0014976
;1848;0,0013478
;1849;0,0012922
;1850;0,0014928
;1851;0,0013834
;1852;0,0012952
;1853;0,0013478
;1854;0,002329
;1855;0,0014722
;1856;0,0013678
;1857;0,0013009
;1858;0,0013039
;1859;0,0014334
;1860;0,0014242
;1861;0,0013595
;1862;0,0013433
;1863;0,0013382
;1864;0,0015063
;1865;0,0016548
;1866;0,0014651
;1867;0,0014008
;1868;0,0018478
;1869;0,0013872
;1870;0,0013556
;1871;0,0013491
;1872;0,0013026
;1873;0,0016826
;1874;0,0013948
;1875;0,0013404
;1876;0,0013739
;1877;0,0016559
;1878;0,0014467
;1879;0,001326
;1880;0,0013349
;1881;0,0013347
;1882;0,0013191
;1883;0,0014236
;1884;0,0013506
;1885;0,0012663
;1886;0,0012924
;1887;0,0013157
;1888;0,0017279
;1889;0,001739
;1890;0,0013976
;1891;0,0013554
;1892;0,0014482
;1893;0,0014006
;1894;0,0013691
;1895;0,0014024
;1896;0,0017209
;1897;0,0014722
;1898;0,0013799
;1899;0,0037024
;1900;0,0016973
;1901;0,0013935
;1902;0,0013773
;1903;0,0013107
;1904;0,0016489
;1905;0,0014223
;1906;0,0013766
;1907;0,0013619
;1908;0,0012958
;1909;0,0017989
;1910;0,0018766
;1911;0,0015131
;1912;0,0016158
;1913;0,0018413
;1914;0,001716
;1915;0,0015385
;1916;0,0014817
;1917;0,0020854
;1918;0,0015492
;1919;0,0014447
;1920;0,0021243
;1921;0,0016724
;1922;0,0014882
;1923;0,0014578
;1924;0,0014638
;1925;0,0016765
;1926;0,0018652
;1927;0,0015812
;1928;0,0014163
;1929;0,0014064
;1930;0,0018457
;1931;0,0015372
;1932;0,0014115
;1933;0,0013865
;1934;0,001402
;1935;0,0017879
;1936;0,0013881
;1937;0,0013231
;1938;0,0013108
;1939;0,0018335
;1940;0,0014233
;1941;0,0016805
;1942;0,0014983
;1943;0,0013624
;1944;0,0014216
;1945;0,0015236
;1946;0,0016598
;1947;0,0014241
;1948;0,0013674
;1949;0,0019508
;1950;0,0014419
;1951;0,0013509
;1952;0,0017447
;1953;0,0018776
;1954;0,0014005
;1955;0,0013362
;1956;0,0013461
;1957;0,0015073
;1958;0,0013636
;1959;0,0013517
;1960;0,0013319
;1961;0,0013701
;1962;0,0015756
;1963;0,0014158
;1964;0,0016984
;1965;0,0013987
;1966;0,0014584
;1967;0,0017286
;1968;0,0013249
;1969;0,0013436
;1970;0,0013017
;1971;0,0014524
;1972;0,0016611
;1973;0,0013848
;1974;0,001311
;1975;0,0016292
;1976;0,0015296
;1977;0,001386
;1978;0,0013689
;1979;0,0014345
;1980;0,0017769
;1981;0,0014759
;1982;0,0013243
;1983;0,0013577
;1984;0,0015764
;1985;0,0014722
;1986;0,0017896
;1987;0,0014379
;1988;0,0014179
;1989;0,0014491
;1990;0,0019503
;1991;0,0014083
;1992;0,0014019
;1993;0,0012982
;1994;0,0016988
;1995;0,0013809
;1996;0,0014278
;1997;0,00168
;1998;0,0014876
;1999;0,0014544
;2000;0,0014698
;2001;0,0013624
;2002;0,0013862
;2003;0,0017279
;2004;0,0016761
;2005;0,0013749
;2006;0,0013701
;2007;0,001381
;2008;0,0023769
;2009;0,0015068
;2010;0,0013596
;2011;0,0013726
;2012;0,0014309
;2013;0,0019918
;2014;0,0013644
;2015;0,0013346
;2016;0,0013683
;2017;0,0015656
;2018;0,0013817
;2019;0,0016287
;2020;0,0015448
;2021;0,0014132
;2022;0,0013907
;2023;0,0013922
;2024;0,0014792
;2025;0,0014149
;2026;0,0013854
;2027;0,0013398
;2028;0,0013502
;2029;0,0013439
;2030;0,0013625
;2031;0,0019691
;2032;0,0015528
;2033;0,0014445
;2034;0,0013129
;2035;0,0013476
;2036;0,0017704
;2037;0,0033645
;2038;0,001389
;2039;0,0013518
;2040;0,0014117
;2041;0,0018481
;2042;0,0014174
;2043;0,0013718
;2044;0,001422
;2045;0,001441
;2046;0,0013962
;2047;0,0013325
;2048;0,001308
;2049;0,0014476
;2050;0,0013838
;2051;0,0013646
;2052;0,0015636
;2053;0,0015409
;2054;0,0018453
;2055;0,0014213
;2056;0,0014388
;2057;0,0013878
;2058;0,001973
;2059;0,0018664
;2060;0,0013837
;2061;0,0013802
;2062;0,0013999
;2063;0,0020297
;2064;0,0014322
;2065;0,0013558
;2066;0,0013052
;2067;0,0016424
;2068;0,0016242
;2069;0,0013734
;2070;0,0013444
;2071;0,0013021
;2072;0,0014281
;2073;0,0013705
;2074;0,0015869
;2075;0,0015808
;2076;0,0015167
;2077;0,0018039
;2078;0,00138
;2079;0,0013053
;2080;0,0013813
;2081;0,001729
;2082;0,0014183
;2083;0,0013201
;2084;0,0014822
;2085;0,001607
;2086;0,0015841
;2087;0,0014035
;2088;0,0013706
;2089;0,0013401
;2090;0,0016082
;2091;0,0014052
;2092;0,0013618
;2093;0,0013572
;2094;0,0013737
;2095;0,0013781
;2096;0,001452
;2097;0,0015405
;2098;0,0016057
;2099;0,0013989
;2100;0,0014393
;2101;0,0013972
;2102;0,0013455
;2103;0,0013972
;2104;0,0013716
;2105;0,001528
;2106;0,0016428
;2107;0,0013682
;2108;0,0014636
;2109;0,0023985
;2110;0,0015209
;2111;0,0014416
;2112;0,0014557
;2113;0,0014035
;2114;0,0019286
;2115;0,0013713
;2116;0,0013396
;2117;0,0013577
;2118;0,0017391
;2119;0,0019956
;2120;0,0015037
;2121;0,0013573
;2122;0,0013799
;2123;0,0019094
;2124;0,0013838
;2125;0,0013819
;2126;0,00137
;2127;0,0019508
;2128;0,0014287
;2129;0,0013556
;2130;0,0019665
;2131;0,0019033
;2132;0,0013646
;2133;0,0013314
;2134;0,0013621
;2135;0,0013802
;2136;0,0016974
;2137;0,0014572
;2138;0,0014651
;2139;0,0014149
;2140;0,0013168
;2141;0,0018188
;2142;0,0013624
;2143;0,0013218
;2144;0,0013263
;2145;0,0013374
;2146;0,0014328
;2147;0,0013268
;2148;0,0012869
;2149;0,0012709
;2150;0,0012611
;2151;0,0013758
;2152;0,0013134
;2153;0,0016473
;2154;0,001424
;2155;0,0013394
;2156;0,0014555
;2157;0,0014719
;2158;0,0014117
;2159;0,0013807
;2160;0,0016744
;2161;0,0014364
;2162;0,0013869
;2163;0,001316
;2164;0,0013557
;2165;0,0020209
;2166;0,0014327
;2167;0,0013352
;2168;0,0013118
;2169;0,0015784
;2170;0,0017579
;2171;0,001367
;2172;0,0013369
;2173;0,0013694
;2174;0,0018522
;2175;0,0050066
;2176;0,0036722
;2177;0,0014691
;2178;0,0013503
;2179;0,001465
;2180;0,0013954
;2181;0,0013151
;2182;0,0013664
;2183;0,0015978
;2184;0,0014903
;2185;0,0015079
;2186;0,0014925
;2187;0,0013162
;2188;0,001318
;2189;0,0013403
;2190;0,0013617
;2191;0,00137
;2192;0,0013935
;2193;0,0014769
;2194;0,0015592
;2195;0,0016933
;2196;0,0014417
;2197;0,0014291
;2198;0,0013942
;2199;0,0018177
;2200;0,0013613
;2201;0,0012813
;2202;0,0013398
;2203;0,0017678
;2204;0,001497
;2205;0,0013649
;2206;0,0019088
;2207;0,0015156
;2208;0,0018072
;2209;0,0014982
;2210;0,0013709
;2211;0,0013507
;2212;0,001722
;2213;0,0014623
;2214;0,0013353
;2215;0,0013513
;2216;0,0012951
;2217;0,0021844
;2218;0,0015103
;2219;0,0013603
;2220;0,0013577
;2221;0,0014365
;2222;0,0018368
;2223;0,0013401
;2224;0,0013378
;2225;0,0013632
;2226;0,0018018
;2227;0,0013826
;2228;0,0015783
;2229;0,0015048
;2230;0,0013684
;2231;0,0014104
;2232;0,0013592
;2233;0,0013457
;2234;0,0013689
;2235;0,0013584
;2236;0,0014754
;2237;0,0013739
;2238;0,0013227
;2239;0,001358
;2240;0,002231
;2241;0,0014877
;2242;0,0013245
;2243;0,001442
;2244;0,001443
;2245;0,0017867
;2246;0,0013923
;2247;0,0014231
;2248;0,0013352
;2249;0,0018156
;2250;0,0017058
;2251;0,0015509
;2252;0,0013927
;2253;0,0014513
;2254;0,0014134
;2255;0,0013768
;2256;0,0014023
;2257;0,0013491
;2258;0,0014191
;2259;0,0014525
;2260;0,0014059
;2261;0,0013748
;2262;0,0015765
;2263;0,0014681
;2264;0,0016769
;2265;0,0014208
;2266;0,0013376
;2267;0,0013133
;2268;0,0017866
;2269;0,0014384
;2270;0,0013921
;2271;0,0013551
;2272;0,0013239
;2273;0,0020312
;2274;0,0015395
;2275;0,001354
;2276;0,0013566
;2277;0,0015629
;2278;0,0017263
;2279;0,0014181
;2280;0,0013399
;2281;0,0013332
;2282;0,0018193
;2283;0,001401
;2284;0,0016489
;2285;0,0015402
;2286;0,0013941
;2287;0,0014645
;2288;0,0013675
;2289;0,0013463
;2290;0,0013318
;2291;0,0013331
;2292;0,0013813
;2293;0,0013977
;2294;0,0015711
;2295;0,0050892
;2296;0,001601
;2297;0,0013663
;2298;0,0013693
;2299;0,0014381
;2300;0,0014891
;2301;0,0013229
;2302;0,0013807
;2303;0,0013239
;2304;0,00145
;2305;0,0019599
;2306;0,0014372
;2307;0,0013122
;2308;0,0013322
;2309;0,0022284
;2310;0,0014173
;2311;0,0013568
;2312;0,0014038
;2313;0,0013312
;2314;0,0014512
;2315;0,0013648
;2316;0,0015809
;2317;0,0014583
;2318;0,0016268
;2319;0,0018339
;2320;0,0013602
;2321;0,0013658
;2322;0,0013821
;2323;0,0016812
;2324;0,0014161
;2325;0,001321
;2326;0,0013636
;2327;0,0016213
;2328;0,0015925
;2329;0,0013691
;2330;0,0024497
;2331;0,0016906
;2332;0,0018484
;2333;0,0015522
;2334;0,0016782
;2335;0,0015084
;2336;0,0015465
;2337;0,0018578
;2338;0,0016814
;2339;0,0016306
;2340;0,0019227
;2341;0,0018007
;2342;0,0015014
;2343;0,0019173
;2344;0,0016069
;2345;0,001472
;2346;0,0014121
;2347;0,0018735
;2348;0,0020902
;2349;0,0014943
;2350;0,0015087
;2351;0,0014935
;2352;0,0016064
;2353;0,0015182
;2354;0,0015249
;2355;0,0015706
;2356;0,0016141
;2357;0,0018077
;2358;0,0017924
;2359;0,0016241
;2360;0,0017598
;2361;0,0015999
;2362;0,0015142
;2363;0,001542
;2364;0,0018821
;2365;0,0015971
;2366;0,001482
;2367;0,0016014
;2368;0,0020778
;2369;0,0016549
;2370;0,0015655
;2371;0,0015707
;2372;0,0017031
;2373;0,0015745
;2374;0,0014742
;2375;0,0014895
;2376;0,0020415
;2377;0,0018574
;2378;0,0017413
;2379;0,001668
;2380;0,0017036
;2381;0,0015004
;2382;0,0014635
;2383;0,0015558
;2384;0,0015838
;2385;0,0019966
;2386;0,0015683
;2387;0,0018926
;2388;0,0018289
;2389;0,0017749
;2390;0,0015364
;2391;0,0016152
;2392;0,0016371
;2393;0,0015769
;2394;0,0015565
;2395;0,0016054
;2396;0,0015355
;2397;0,0018207
;2398;0,0019662
;2399;0,0016348
;2400;0,0015182
;2401;0,0017515
;2402;0,0017335
;2403;0,0021822
;2404;0,0021169
;2405;0,0017803
;2406;0,0013672
;2407;0,0016331
;2408;0,0014133
;2409;0,0016805
;2410;0,0013855
;2411;0,0013792
;2412;0,001361
;2413;0,0013303
;2414;0,0032609
;2415;0,0014063
;2416;0,0013512
;2417;0,0017924
;2418;0,0015543
;2419;0,0014707
;2420;0,0013351
;2421;0,0013876
;2422;0,0014081
;2423;0,001357
;2424;0,0013415
;2425;0,0013102
;2426;0,0012996
;2427;0,0014339
;2428;0,0013447
;2429;0,001683
;2430;0,0014208
;2431;0,0015371
;2432;0,0017461
;2433;0,0014114
;2434;0,0017216
;2435;0,0013991
;2436;0,0015011
;2437;0,0014237
;2438;0,0013325
;2439;0,0014168
;2440;0,0023062
;2441;0,001496
;2442;0,0013542
;2443;0,0013628
;2444;0,0014036
;2445;0,0017091
;2446;0,0013658
;2447;0,0013594
;2448;0,0013005
;2449;0,0013675
;2450;0,0018271
;2451;0,0017173
;2452;0,0014491
;2453;0,0014155
;2454;0,0013637
;2455;0,0014178
;2456;0,001324
;2457;0,001281
;2458;0,0016918
;2459;0,0014523
;2460;0,0012806
;2461;0,0012662
;2462;0,0014468
;2463;0,0019369
;2464;0,0014116
;2465;0,0013674
;2466;0,0013547
;2467;0,0013474
;2468;0,001479
;2469;0,0013131
;2470;0,001301
;2471;0,0013546
;2472;0,0018016
;2473;0,0014114
;2474;0,0019086
;2475;0,0013885
;2476;0,0013889
;2477;0,001515
;2478;0,0013263
;2479;0,0013138
;2480;0,001345
;2481;0,0013836
;2482;0,0015923
;2483;0,0013682
;2484;0,0013097
;2485;0,0014329
;2486;0,0022389
;2487;0,0015136
;2488;0,0014213
;2489;0,0013414
;2490;0,0014112
;2491;0,0015026
;2492;0,0014942
;2493;0,0013511
;2494;0,0014187
;2495;0,0015057
;2496;0,0015093
;2497;0,0017829
;2498;0,0014167
;2499;0,001447
;2500;0,0018002
;2501;0,0013689
;2502;0,0014189
;2503;0,0013422
;2504;0,0017675
;2505;0,0014404
;2506;0,0014055
;2507;0,0014137
;2508;0,0015644
;2509;0,0014422
;2510;0,0013949
;2511;0,0013761
;2512;0,0013128
;2513;0,0013119
;2514;0,0015546
;2515;0,0014168
;2516;0,0013214
;2517;0,0013343
;2518;0,0013335
;2519;0,0015551
;2520;0,0017024
;2521;0,0014361
;2522;0,0014115
;2523;0,0015432
;2524;0,0013642
;2525;0,0013283
;2526;0,0012904
;2527;0,001325
;2528;0,001591
;2529;0,0014031
;2530;0,0013425
;2531;0,0014994
;2532;0,0013907
;2533;0,0015294
;2534;0,0013779
;2535;0,001302
;2536;0,0012935
;2537;0,0033024
;2538;0,0013302
;2539;0,0012593
;2540;0,0017354
;2541;0,0018717
;2542;0,0017554
;2543;0,001358
;2544;0,0013907
;2545;0,0018552
;2546;0,0013954
;2547;0,0014447
;2548;0,0013575
;2549;0,0015632
;2550;0,0013982
;2551;0,0013303
;2552;0,0013917
;2553;0,0017098
;2554;0,00156
;2555;0,0013781
;2556;0,0013311
;2557;0,0012757
;2558;0,0014585
;2559;0,0014255
;2560;0,0013635
;2561;0,0013878
;2562;0,0014078
;2563;0,0014373
;2564;0,0017627
;2565;0,0014594
;2566;0,0013606
;2567;0,0013373
;2568;0,001541
;2569;0,001347
;2570;0,0012521
;2571;0,0012282
;2572;0,0012071
;2573;0,0013056
;2574;0,0012795
;2575;0,0012638
;2576;0,0015275
;2577;0,0047721
;2578;0,0033425
;2579;0,0015021
;2580;0,001356
;2581;0,0013565
;2582;0,0013199
;2583;0,0015189
;2584;0,0014222
;2585;0,0015783
;2586;0,0013367
;2587;0,0014699
;2588;0,0015988
;2589;0,0013597
;2590;0,0013432
;2591;0,0014023
;2592;0,001852
;2593;0,0014387
;2594;0,0013203
;2595;0,0014334
;2596;0,0016232
;2597;0,0015728
;2598;0,0015075
;2599;0,0014436
;2600;0,0013465
;2601;0,0014027
;2602;0,0014612
;2603;0,0013075
;2604;0,0013146
;2605;0,0016835
;2606;0,0013833
;2607;0,0014822
;2608;0,0015205
;2609;0,0013225
;2610;0,0014053
;2611;0,0013839
;2612;0,001362
;2613;0,0013695
;2614;0,0013315
;2615;0,001528
;2616;0,0015249
;2617;0,0013199
;2618;0,0014574
;2619;0,0015759
;2620;0,0015536
;2621;0,0015426
;2622;0,0014702
;2623;0,0013619
;2624;0,0014042
;2625;0,0014197
;2626;0,0016104
;2627;0,0014119
;2628;0,0013886
;2629;0,0017915
;2630;0,0015546
;2631;0,0015203
;2632;0,0013837
;2633;0,0013214
;2634;0,001779
;2635;0,0014914
;2636;0,0014151
;2637;0,0012793
;2638;0,0013101
;2639;0,0046808
;2640;0,0015715
;2641;0,0014379
;2642;0,0015277
;2643;0,0014163
;2644;0,0013505
;2645;0,0013277
;2646;0,0013686
;2647;0,0014395
;2648;0,0013716
;2649;0,0012838
;2650;0,0013198
;2651;0,0017223
;2652;0,001633
;2653;0,0014193
;2654;0,0013573
;2655;0,0013508
;2656;0,001684
;2657;0,0018289
;2658;0,0034515
;2659;0,0015226
;2660;0,0013539
;2661;0,001581
;2662;0,0014029
;2663;0,0013658
;2664;0,0014722
;2665;0,0017984
;2666;0,0013551
;2667;0,0013266
;2668;0,0013507
;2669;0,0019075
;2670;0,0013698
;2671;0,0012971
;2672;0,0016563
;2673;0,0014555
;2674;0,001334
;2675;0,0013407
;2676;0,0013094
;2677;0,0013845
;2678;0,0013402
;2679;0,0014214
;2680;0,0013306
;2681;0,0013573
;2682;0,0013475
;2683;0,0017499
;2684;0,001624
;2685;0,0014205
;2686;0,0016277
;2687;0,0013517
;2688;0,0014679
;2689;0,001411
;2690;0,0014174
;2691;0,001308
;2692;0,0013387
;2693;0,0014202
;2694;0,0014626
;2695;0,0015805
;2696;0,0014975
;2697;0,0013623
;2698;0,0018091
;2699;0,0013635
;2700;0,0014565
;2701;0,0016822
;2702;0,0015853
;2703;0,0014548
;2704;0,0013529
;2705;0,0012766
;2706;0,0013147
;2707;0,0018734
;2708;0,0014341
;2709;0,0012953
;2710;0,0013206
;2711;0,0013219
;2712;0,0014964
;2713;0,0014101
;2714;0,001389
;2715;0,0013348
;2716;0,0013477
;2717;0,0013978
;2718;0,0015764
;2719;0,001532
;2720;0,001469
;2721;0,0017732
;2722;0,0014009
;2723;0,0012897
;2724;0,0012393
;2725;0,0012862
;2726;0,0021236
;2727;0,0013632
;2728;0,0013377
;2729;0,0013188
;2730;0,0022194
;2731;0,0015495
;2732;0,0014117
;2733;0,0013542
;2734;0,0013959
;2735;0,0016789
;2736;0,0014164
;2737;0,0013659
;2738;0,0013979
;2739;0,0012804
;2740;0,0014088
;2741;0,0017421
;2742;0,0015597
;2743;0,0014543
;2744;0,0014965
;2745;0,0018342
;2746;0,0014121
;2747;0,0013585
;2748;0,0013314
;2749;0,0017639
;2750;0,0014842
;2751;0,0013544
;2752;0,0015825
;2753;0,0014086
;2754;0,0016247
;2755;0,001333
;2756;0,0012573
;2757;0,0012579
;2758;0,0012246
;2759;0,0014841
;2760;0,0013436
;2761;0,0013921
;2762;0,0012454
;2763;0,0012874
;2764;0,0020645
;2765;0,0014552
;2766;0,0013694
;2767;0,0014711
;2768;0,0014249
;2769;0,0013806
;2770;0,0013652
;2771;0,0013487
;2772;0,0013421
;2773;0,0013593
;2774;0,0013669
;2775;0,0014185
;2776;0,0017823
;2777;0,0014161
;2778;0,0014658
;2779;0,0013899
;2780;0,0013633
;2781;0,0013283
;2782;0,0035016
;2783;0,0015678
;2784;0,0014137
;2785;0,0014993
;2786;0,0021802
;2787;0,0014621
;2788;0,0013834
;2789;0,0013462
;2790;0,001385
;2791;0,0013736
;2792;0,0014121
;2793;0,0014739
;2794;0,0013945
;2795;0,0013623
;2796;0,0013367
;2797;0,0016939
;2798;0,0014212
;2799;0,0013942
;2800;0,0013388
;2801;0,0014003
;2802;0,0013484
;2803;0,0013239
;2804;0,0012972
;2805;0,0014316
;2806;0,0013715
;2807;0,0014362
;2808;0,0013564
;2809;0,0017871
;2810;0,0014076
;2811;0,0013512
;2812;0,0013306
;2813;0,0013488
;2814;0,0014812
;2815;0,001413
;2816;0,0013842
;2817;0,0013096
;2818;0,0016906
;2819;0,0014025
;2820;0,0016566
;2821;0,001428
;2822;0,0014106
;2823;0,0013651
;2824;0,0014511
;2825;0,0014858
;2826;0,0015587
;2827;0,0014303
;2828;0,0018831
;2829;0,0015702
;2830;0,0013571
;2831;0,001746
;2832;0,0015293
;2833;0,0014155
;2834;0,0013885
;2835;0,0014197
;2836;0,0014642
;2837;0,0014854
;2838;0,0013327
;2839;0,0013109
;2840;0,0014314
;2841;0,0014134
;2842;0,0014411
;2843;0,003175
;2844;0,0041744
;2845;0,0026304
;2846;0,0017447
;2847;0,0016504
;2848;0,0015131
;2849;0,0018291
;2850;0,0018464
;2851;0,0016768
;2852;0,0015503
;2853;0,0019641
;2854;0,0016572
;2855;0,0016018
;2856;0,0015082
;2857;0,0018702
;2858;0,0016168
;2859;0,0017885
;2860;0,0020638
;2861;0,0017239
;2862;0,0015514
;2863;0,001679
;2864;0,0015687
;2865;0,0019655
;2866;0,0015487
;2867;0,0016529
;2868;0,0015052
;2869;0,0022291
;2870;0,0017918
;2871;0,0017026
;2872;0,0015309
;2873;0,0018659
;2874;0,0017268
;2875;0,0016429
;2876;0,0015997
;2877;0,0017305
;2878;0,0016981
;2879;0,0017467
;2880;0,0016151
;2881;0,0017857
;2882;0,0018534
;2883;0,0015501
;2884;0,0015316
;2885;0,0015385
;2886;0,0017145
;2887;0,0016028
;2888;0,0014935
;2889;0,00208
;2890;0,0020221
;2891;0,0015348
;2892;0,0014254
;2893;0,001601
;2894;0,0018357
;2895;0,0014573
;2896;0,0015276
;2897;0,0022268
;2898;0,0026629
;2899;0,0015255
;2900;0,0013995
;2901;0,002479
;2902;0,001551
;2903;0,0014761
;2904;0,0034814
;2905;0,0015234
;2906;0,0013812
;2907;0,0015375
;2908;0,0024065
;2909;0,0015641
;2910;0,0014018
;2911;0,0013621
;2912;0,0013525
;2913;0,0017134
;2914;0,001467
;2915;0,0014138
;2916;0,0013812
;2917;0,0013844
;2918;0,0018884
;2919;0,0014911
;2920;0,0014855
;2921;0,0013747
;2922;0,0020199
;2923;0,001448
