ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-20_14-33-59;TP;1;7;7,462681;14,86659;15,04749;7,40;0,18
;RE;;2022-02-20_14-33-59;MWD;1;7;17,05063;20,38099;20,56423;3,33;0,18
;RE;;2022-02-20_14-33-59;TP;2;1;22,56582;25,58065;25,76391;3,01;0,18
;RE;;2022-02-20_14-33-59;MWD;2;1;27,76527;30,73101;30,94734;2,97;0,22
;RE;;2022-02-20_14-33-59;TP;3;2;32,95002;36,11418;36,31467;3,16;0,20
;RE;;2022-02-20_14-33-59;MWD;3;4;38,31736;41,73094;41,99751;3,41;0,27
;RE;;2022-02-20_14-33-59;TP;4;4;43,99923;46,96417;47,16399;2,96;0,20
;RE;;2022-02-20_14-33-59;MWD;4;2;49,16613;52,34762;52,53093;3,18;0,18
;RE;;2022-02-20_14-33-59;TP;5;2;54,53345;57,69736;57,89734;3,16;0,20
;RE;;2022-02-20_14-33-59;MWD;5;7;59,90031;63,21464;63,41401;3,31;0,20
;RE;;2022-02-20_14-33-59;TP;6;7;65,41513;68,29768;68,51421;2,88;0,22
;RE;;2022-02-20_14-33-59;MWD;6;1;70,51704;74,68078;74,8807;4,16;0,20
;RE;;2022-02-20_14-33-59;TP;7;1;76,88235;79,56387;79,74776;2,68;0,18
;RE;;2022-02-20_14-33-59;MWD;7;4;81,74989;84,56392;84,76465;2,81;0,20
;RE;;2022-02-20_14-33-59;TP;8;4;86,76669;89,89849;90,09746;3,13;0,20
;RE;;2022-02-20_14-33-59;MWD;8;2;92,0998;94,66396;94,86378;2,56;0,20
;RE;;2022-02-20_14-33-59;TP;9;7;96,86633;99,51405;99,69737;2,65;0,18
;RE;;2022-02-20_14-33-59;MWD;9;2;101,6989;104,3307;104,514;2,63;0,18
;RE;;2022-02-20_14-33-59;TP;10;1;106,5154;109,1312;109,3304;2,62;0,20
;RE;;2022-02-20_14-33-59;MWD;10;7;111,3328;114,697;114,8973;3,36;0,20
;RE;;2022-02-20_14-33-59;TP;11;2;116,8998;119,4973;119,6805;2,60;0,18
;RE;;2022-02-20_14-33-59;MWD;11;4;121,6821;124,3306;124,5138;2,65;0,18
;RE;;2022-02-20_14-33-59;TP;12;4;126,5169;129,2973;129,4976;2,78;0,20
;RE;;2022-02-20_14-33-59;MWD;12;1;131,4994;134,0809;134,2809;2,58;0,20
;RE;;2022-02-20_14-33-59;TP;13;2;136,2837;139,1804;139,3643;2,90;0,18
;RE;;2022-02-20_14-33-59;MWD;13;4;141,3667;144,265;144,4304;2,90;0,17
;RE;;2022-02-20_14-33-59;TP;14;4;146,4327;149,0641;149,2471;2,63;0,18
;RE;;2022-02-20_14-33-59;MWD;14;1;151,2483;153,6471;153,8469;2,40;0,20
;RE;;2022-02-20_14-33-59;TP;15;1;155,849;158,4642;158,6642;2,62;0,20
;RE;;2022-02-20_14-33-59;MWD;15;7;160,667;163,4642;163,6644;2,80;0,20
;RE;;2022-02-20_14-33-59;TP;16;7;165,6669;168,514;168,6802;2,85;0,17
;RE;;2022-02-20_14-33-59;MWD;16;2;170,6821;173,747;173,9473;3,06;0,20
;RE;;2022-02-20_14-33-59;TP;17;2;175,9498;178,5802;178,78;2,63;0,20
;RE;;2022-02-20_14-33-59;MWD;17;4;180,7825;183,5966;183,7813;2,81;0,18
;RE;;2022-02-20_14-33-59;TP;18;4;185,7834;189,0135;189,214;3,23;0,20
;RE;;2022-02-20_14-33-59;MWD;18;7;191,2155;194,2133;194,3801;3,00;0,17
;RE;;2022-02-20_14-33-59;TP;19;1;196,3824;199,2307;199,397;2,85;0,17
;RE;;2022-02-20_14-33-59;MWD;19;2;201,399;204,381;204,5636;2,98;0,18
;RE;;2022-02-20_14-33-59;TP;20;7;206,5652;209,6135;209,8141;3,05;0,20
;RE;;2022-02-20_14-33-59;MWD;20;1;211,8167;212,914;213,1305;1,10;0,22
