ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-20_14-26-48;TP;1;2;7,447241;11,36658;11,54728;3,92;0,18
;RE;;2022-02-20_14-26-48;MWD;1;2;13,55095;20,26388;20,46358;6,71;0,20
;RE;;2022-02-20_14-26-48;TP;2;1;22,46642;24,38011;24,56365;1,91;0,18
;RE;;2022-02-20_14-26-48;MWD;2;1;26,56692;29,7642;29,94754;3,20;0,18
;RE;;2022-02-20_14-26-48;TP;3;4;31,94944;34,51357;34,71317;2,56;0,20
;RE;;2022-02-20_14-26-48;MWD;3;7;36,71614;39,54698;39,73056;2,83;0,18
;RE;;2022-02-20_14-26-48;TP;4;7;41,73315;43,8302;44,01352;2,10;0,18
;RE;;2022-02-20_14-26-48;MWD;4;4;46,01598;48,64753;48,84698;2,63;0,20
;RE;;2022-02-20_14-26-48;TP;5;7;50,8488;53,74744;54,14734;2,90;0,40
;RE;;2022-02-20_14-26-48;MWD;5;2;56,14939;59,34674;59,61327;3,20;0,27
;RE;;2022-02-20_14-26-48;TP;6;1;61,61573;64,91315;65,11336;3,30;0,20
;RE;;2022-02-20_14-26-48;MWD;6;4;67,11523;69,82984;70,03024;2,71;0,20
;RE;;2022-02-20_14-26-48;TP;7;2;72,03258;78,2807;78,49651;6,25;0,22
;RE;;2022-02-20_14-26-48;MWD;7;1;80,49904;83,28001;83,49661;2,78;0,22
;RE;;2022-02-20_14-26-48;TP;8;4;85,49796;88,26381;88,49674;2,77;0,23
;RE;;2022-02-20_14-26-48;MWD;8;7;90,49877;93,5467;93,72974;3,05;0,18
;RE;;2022-02-20_14-26-48;TP;9;7;95,73167;98,46306;98,63091;2,73;0,17
;RE;;2022-02-20_14-26-48;MWD;9;2;100,6319;103,4799;103,6964;2,85;0,22
;RE;;2022-02-20_14-26-48;TP;10;1;105,6984;108,1637;108,3466;2,47;0,18
;RE;;2022-02-20_14-26-48;MWD;10;4;110,3484;113,2129;113,4132;2,86;0,20
;RE;;2022-02-20_14-26-48;TP;11;4;115,4158;118,33;118,5333;2,91;0,20
;RE;;2022-02-20_14-26-48;MWD;11;7;120,536;123,2971;123,5302;2,76;0,23
;RE;;2022-02-20_14-26-48;TP;12;2;125,5322;128,3305;128,5131;2,80;0,18
;RE;;2022-02-20_14-26-48;MWD;12;1;130,5155;133,1637;133,3638;2,65;0,20
;RE;;2022-02-20_14-26-48;TP;13;4;135,3664;137,5347;137,6966;2,17;0,16
;RE;;2022-02-20_14-26-48;MWD;13;4;139,6976;142,4796;142,6635;2,78;0,18
;RE;;2022-02-20_14-26-48;TP;14;1;144,6658;147,3464;147,53;2,68;0,18
;RE;;2022-02-20_14-26-48;MWD;14;2;149,532;152,4633;152,7468;2,93;0,28
;RE;;2022-02-20_14-26-48;TP;15;2;154,7486;157,7466;157,9964;3,00;0,25
;RE;;2022-02-20_14-26-48;MWD;15;7;159,9986;163,0632;163,2463;3,06;0,18
;RE;;2022-02-20_14-26-48;TP;16;7;165,2488;167,6462;167,8463;2,40;0,20
;RE;;2022-02-20_14-26-48;MWD;16;1;169,8484;172,5804;172,9627;2,73;0,38
;RE;;2022-02-20_14-26-48;TP;17;2;174,9651;177,0968;177,2794;2,13;0,18
;RE;;2022-02-20_14-26-48;MWD;17;7;179,2812;182,3967;182,6131;3,12;0,22
;RE;;2022-02-20_14-26-48;TP;18;7;184,6146;187,2301;187,4297;2,62;0,20
;RE;;2022-02-20_14-26-48;MWD;18;1;189,4317;192,0464;192,2462;2,61;0,20
;RE;;2022-02-20_14-26-48;TP;19;4;194,2481;197,3632;197,5294;3,12;0,17
;RE;;2022-02-20_14-26-48;MWD;19;4;199,5318;202,4972;202,6961;2,97;0,20
;RE;;2022-02-20_14-26-48;TP;20;1;204,6991;207,5468;207,7296;2,85;0,18
