ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-15_14-23-37;TP;1;1;7,13907;7,139058;7,451105;6,685149;0,31
;RE;;2022-02-15_14-23-37;MWD;1;2;9,482904;9,803495;10,07091;0,32;0,27
;RE;;2022-02-15_14-23-37;TP;2;7;12,07482;12,42271;12,72793;0,35;0,31
;RE;;2022-02-15_14-23-37;MWD;2;7;14,74746;15,0458;15,3182;0,30;0,27
;RE;;2022-02-15_14-23-37;TP;3;2;17,32568;17,5171;17,9105;0,19;0,39
;RE;;2022-02-15_14-23-37;MWD;3;4;19,91586;20,59639;21,20527;0,68;0,61
;RE;;2022-02-15_14-23-37;TP;4;4;23,21137;23,60851;23,98843;0,40;0,38
;RE;;2022-02-15_14-23-37;MWD;4;1;26,03436;26,41476;26,76539;0,38;0,35
;RE;;2022-02-15_14-23-37;TP;5;1;28,78916;29,29468;29,63636;0,51;0,34
;RE;;2022-02-15_14-23-37;MWD;5;7;31,6438;32,19344;32,51525;0,55;0,32
;RE;;2022-02-15_14-23-37;TP;6;7;34,52214;34,89417;35,21647;0,37;0,32
;RE;;2022-02-15_14-23-37;MWD;6;2;37,22417;37,66547;37,9594;0,44;0,29
;RE;;2022-02-15_14-23-37;TP;7;4;39,96459;40,38718;40,68477;0,42;0,30
