ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-16_12-35-32;TP;1;4;10,50906;10,50904;10,83019;6,354077;0,32
;RE;;2022-02-16_12-35-32;MWD;1;4;10,96046;11,66389;11,89654;0,70;0,23
;RE;;2022-02-16_12-35-32;TP;2;1;11,99245;12,60129;12,92832;0,61;0,33
;RE;;2022-02-16_12-35-32;MWD;2;7;13,09304;13,56308;13,89458;0,47;0,33
;RE;;2022-02-16_12-35-32;TP;3;7;13,99724;14,59588;14,93092;0,60;0,34
;RE;;2022-02-16_12-35-32;MWD;3;2;15,02695;15,59557;15,90256;0,57;0,31
;RE;;2022-02-16_12-35-32;TP;4;2;16,09055;19,36494;19,69805;3,27;0,33
;RE;;2022-02-16_12-35-32;MWD;4;1;19,80017;20,39744;20,69951;0,60;0,30
;RE;;2022-02-16_12-35-32;TP;5;4;20,79889;21,33361;21,63271;0,53;0,30
;RE;;2022-02-16_12-35-32;MWD;5;2;21,76434;22,27134;22,56772;0,51;0,30
;RE;;2022-02-16_12-35-32;TP;6;2;22,69874;23,23337;23,56587;0,53;0,33
;RE;;2022-02-16_12-35-32;MWD;6;7;23,73149;24,29991;24,5668;0,57;0,27
;RE;;2022-02-16_12-35-32;TP;7;1;24,73002;25,23114;25,59746;0,50;0,37
;RE;;2022-02-16_12-35-32;MWD;7;4;25,73005;26,26405;26,60153;0,53;0,34
;RE;;2022-02-16_12-35-32;TP;8;7;26,7305;27,32995;27,63674;0,60;0,31
;RE;;2022-02-16_12-35-32;MWD;8;1;27,76139;28,39651;28,69553;0,64;0,30
;RE;;2022-02-16_12-35-32;TP;9;1;28,83068;29,43088;29,76499;0,60;0,33
;RE;;2022-02-16_12-35-32;MWD;9;1;29,92941;30,50124;30,8346;0,57;0,33
;RE;;2022-02-16_12-35-32;TP;10;2;30,96545;31,53388;31,83316;0,57;0,30
;RE;;2022-02-16_12-35-32;MWD;10;7;31,93344;32,53366;32,83373;0,60;0,30
;RE;;2022-02-16_12-35-32;TP;11;4;32,96671;33,56388;33,80394;0,60;0,24
;RE;;2022-02-16_12-35-32;MWD;11;4;33,93327;34,50006;34,79933;0,57;0,30
;RE;;2022-02-16_12-35-32;TP;12;7;34,90099;35,5327;35,80001;0,63;0,27
;RE;;2022-02-16_12-35-32;MWD;12;2;35,92982;36,52893;36,79992;0,60;0,27
;RE;;2022-02-16_12-35-32;TP;13;4;36,93026;37,56371;37,86222;0,63;0,30
;RE;;2022-02-16_12-35-32;MWD;13;4;37,99787;38,66555;38,93498;0,67;0,27
;RE;;2022-02-16_12-35-32;TP;14;1;39,03231;39,63254;39,93081;0,60;0,30
;RE;;2022-02-16_12-35-32;MWD;14;2;40,12949;40,69712;40,99686;0,57;0,30
;RE;;2022-02-16_12-35-32;TP;15;7;41,12982;41,8643;42,16502;0,73;0,30
;RE;;2022-02-16_12-35-32;MWD;15;1;42,26347;42,93076;43,23071;0,67;0,30
;RE;;2022-02-16_12-35-32;TP;16;2;43,39621;44,03114;44,33218;0,63;0,30
;RE;;2022-02-16_12-35-32;MWD;16;7;44,498;45,06767;45,36737;0,57;0,30
;RE;;2022-02-16_12-35-32;TP;17;1;45,4945;46,09787;46,33313;0,60;0,24
;RE;;2022-02-16_12-35-32;MWD;17;7;46,46463;47,06665;47,33295;0,60;0,27
;RE;;2022-02-16_12-35-32;TP;18;7;47,43291;48,09732;48,4295;0,66;0,33
;RE;;2022-02-16_12-35-32;MWD;18;4;48,53112;49,23211;49,5315;0,70;0,30
;RE;;2022-02-16_12-35-32;TP;19;2;49,66378;50,33365;50,6328;0,67;0,30
;RE;;2022-02-16_12-35-32;MWD;19;1;50,79791;51,39939;51,70035;0,60;0,30
;RE;;2022-02-16_12-35-32;TP;20;4;51,83234;52,39963;52,69965;0,57;0,30
;RE;;2022-02-16_12-35-32;MWD;20;2;52,86941;53,4639;53,73123;0,59;0,27
