ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-01_16-38-38;TP;1;7;4,403331;4,403321;4,699743;3,663317;0,30
;RE;;2022-02-01_16-38-38;MWD;1;7;5,707193;6,026125;6,289364;0,32;0,26
;RE;;2022-02-01_16-38-38;TP;2;4;7,292938;7,497771;7,789536;0,20;0,29
;RE;;2022-02-01_16-38-38;MWD;2;4;8,794602;9,198997;9,638009;0,40;0,44
;RE;;2022-02-01_16-38-38;TP;3;2;10,64442;10,95862;11,26543;0,31;0,31
;RE;;2022-02-01_16-38-38;MWD;3;2;12,26756;12,70934;13,07432;0,44;0,36
;RE;;2022-02-01_16-38-38;TP;4;1;14,07907;14,40508;14,72174;0,33;0,32
;RE;;2022-02-01_16-38-38;MWD;4;1;15,72667;16,04386;16,39209;0,32;0,35
;RE;;2022-02-01_16-38-38;TP;5;1;17,39614;17,76056;18,15112;0,36;0,39
;RE;;2022-02-01_16-38-38;MWD;5;2;19,15306;19,57792;19,93426;0,42;0,36
;RE;;2022-02-01_16-38-38;TP;6;7;20,93734;21,34671;21,69882;0,41;0,35
;RE;;2022-02-01_16-38-38;MWD;6;7;22,70127;23,13642;23,48767;0,44;0,35
;RE;;2022-02-01_16-38-38;TP;7;4;24,49241;24,96752;25,32666;0,48;0,36
;RE;;2022-02-01_16-38-38;MWD;7;4;26,32837;26,80215;27,20536;0,47;0,40
;RE;;2022-02-01_16-38-38;TP;8;2;28,2083;28,58903;28,97021;0,38;0,38
;RE;;2022-02-01_16-38-38;MWD;8;1;29,97534;30,34865;30,75867;0,37;0,41
;RE;;2022-02-01_16-38-38;TP;9;2;31,76281;32,12624;32,48507;0,36;0,36
;RE;;2022-02-01_16-38-38;MWD;9;7;33,48847;33,88815;34,25103;0,40;0,36
;RE;;2022-02-01_16-38-38;TP;10;1;35,25544;35,64185;36,17879;0,39;0,54
;RE;;2022-02-01_16-38-38;MWD;10;1;37,18222;37,7271;38,25942;0,54;0,53
;RE;;2022-02-01_16-38-38;TP;11;7;39,26168;39,86404;40,40918;0,60;0,55
;RE;;2022-02-01_16-38-38;MWD;11;4;41,41337;42,33124;42,89268;0,92;0,56
;RE;;2022-02-01_16-38-38;TP;12;4;43,89855;44,48106;45,05024;0,58;0,57
;RE;;2022-02-01_16-38-38;MWD;12;2;46,05494;47,19154;47,87946;1,14;0,69
;RE;;2022-02-01_16-38-38;TP;13;2;48,88401;49,43113;50,04936;0,55;0,62
;RE;;2022-02-01_16-38-38;MWD;13;4;51,05436;51,66125;52,23236;0,61;0,57
;RE;;2022-02-01_16-38-38;TP;14;7;53,23544;53,7754;54,25437;0,54;0,48
;RE;;2022-02-01_16-38-38;MWD;14;7;55,2582;55,83481;56,33437;0,58;0,50
;RE;;2022-02-01_16-38-38;TP;15;4;57,3382;57,84347;58,62569;0,51;0,78
;RE;;2022-02-01_16-38-38;MWD;15;2;59,63062;60,25689;61,22692;0,63;0,97
;RE;;2022-02-01_16-38-38;TP;16;1;62,22938;62,94278;63,6494;0,71;0,71
;RE;;2022-02-01_16-38-38;MWD;16;1;64,65474;65,2626;66,02026;0,61;0,76
;RE;;2022-02-01_16-38-38;TP;17;7;67,0237;67,49192;68,32314;0,47;0,83
