ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-16_12-36-35;TP;1;1;36,35594;36,35593;36,62146;5,284501;0,27
;RE;;2022-02-16_12-36-35;MWD;1;1;36,7544;40,25378;40,45322;3,50;0,20
;RE;;2022-02-16_12-36-35;TP;2;4;40,65153;43,05587;43,25726;2,40;0,20
;RE;;2022-02-16_12-36-35;MWD;2;7;43,41971;45,7897;45,95279;2,37;0,16
;RE;;2022-02-16_12-36-35;TP;3;7;46,11921;48,42322;48,62112;2,30;0,20
;RE;;2022-02-16_12-36-35;MWD;3;4;48,78477;51,01901;51,21769;2,23;0,20
;RE;;2022-02-16_12-36-35;TP;4;2;51,38646;53,38833;53,58806;2,00;0,20
;RE;;2022-02-16_12-36-35;MWD;4;2;53,72021;55,95515;56,15519;2,23;0,20
;RE;;2022-02-16_12-36-35;TP;5;1;56,28794;58,81886;59,01872;2,53;0,20
;RE;;2022-02-16_12-36-35;MWD;5;7;59,15133;61,88689;62,1189;2,74;0,23
;RE;;2022-02-16_12-36-35;TP;6;2;62,31736;64,78583;64,9901;2,47;0,20
;RE;;2022-02-16_12-36-35;MWD;6;4;65,15086;67,75208;67,98541;2,60;0,23
;RE;;2022-02-16_12-36-35;TP;7;7;68,1177;70,78928;71,02065;2,67;0,23
;RE;;2022-02-16_12-36-35;MWD;7;1;71,1871;73,75601;73,95569;2,57;0,20
;RE;;2022-02-16_12-36-35;TP;8;4;74,11879;76,62018;76,78576;2,50;0,17
;RE;;2022-02-16_12-36-35;MWD;8;2;76,9835;79,42255;79,59039;2,44;0,17
;RE;;2022-02-16_12-36-35;TP;9;4;79,68805;82,55644;82,72208;2,87;0,17
;RE;;2022-02-16_12-36-35;MWD;9;7;82,88673;86,019;86,18562;3,13;0,17
;RE;;2022-02-16_12-36-35;TP;10;7;86,31681;88,75225;88,98332;2,44;0,23
;RE;;2022-02-16_12-36-35;MWD;10;1;89,11845;92,31918;92,55615;3,20;0,24
;RE;;2022-02-16_12-36-35;TP;11;2;92,71748;94,98573;95,18549;2,27;0,20
;RE;;2022-02-16_12-36-35;MWD;11;2;95,38581;98,15399;98,35396;2,77;0,20
;RE;;2022-02-16_12-36-35;TP;12;1;98,51727;100,7183;100,9517;2,20;0,23
;RE;;2022-02-16_12-36-35;MWD;12;4;101,1187;105,3873;105,5554;4,27;0,17
;RE;;2022-02-16_12-36-35;TP;13;1;105,7159;108,1854;108,3855;2,47;0,20
;RE;;2022-02-16_12-36-35;MWD;13;7;108,5158;110,9216;111,1236;2,41;0,20
;RE;;2022-02-16_12-36-35;TP;14;7;111,3176;113,8521;114,0523;2,53;0,20
;RE;;2022-02-16_12-36-35;MWD;14;2;114,219;117,0864;117,3543;2,87;0,27
;RE;;2022-02-16_12-36-35;TP;15;2;117,5191;120,4876;120,7208;2,97;0,23
;RE;;2022-02-16_12-36-35;MWD;15;1;120,8872;123,752;123,9856;2,86;0,23
;RE;;2022-02-16_12-36-35;TP;16;4;124,0857;127,2871;127,5887;3,20;0,30
;RE;;2022-02-16_12-36-35;MWD;16;4;127,7201;131,9871;132,2208;4,27;0,23
;RE;;2022-02-16_12-36-35;TP;17;2;132,3866;135,7881;135,9552;3,40;0,17
;RE;;2022-02-16_12-36-35;MWD;17;7;136,0861;138,9537;139,1216;2,87;0,17
;RE;;2022-02-16_12-36-35;TP;18;1;139,2853;142,0197;142,2197;2,73;0,20
;RE;;2022-02-16_12-36-35;MWD;18;2;142,3889;145,5832;145,7848;3,19;0,20
;RE;;2022-02-16_12-36-35;TP;19;4;145,9182;149,0866;149,3203;3,17;0,23
;RE;;2022-02-16_12-36-35;MWD;19;1;149,7101;153,1779;153,4109;3,47;0,23
;RE;;2022-02-16_12-36-35;TP;20;7;153,6099;156,712;156,978;3,10;0,27
;RE;;2022-02-16_12-36-35;MWD;20;4;157,1101;162,078;162,312;4,97;0,23
