ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-01-27_10-44-01;TP;1;2;12,62731;12,62729;12,81416;2,318894;0,19
;RE;;2022-01-27_10-44-01;MWD;1;7;13,81652;26,67064;26,92646;12,85;0,26
;RE;;2022-01-27_10-44-01;TP;2;4;27,92729;30,1508;30,33469;2,22;0,18
;RE;;2022-01-27_10-44-01;MWD;2;1;31,33618;33,47091;33,63857;2,13;0,17
;RE;;2022-01-27_10-44-01;TP;3;1;34,64032;36,49475;36,66253;1,85;0,17
;RE;;2022-01-27_10-44-01;MWD;3;1;34,64032;39,83819;40,02294;5,20;0,18
;RE;;2022-01-27_10-44-01;TP;4;7;41,02483;43,98223;44,1664;2,96;0,18
;RE;;2022-01-27_10-44-01;MWD;4;2;45,16746;47,31832;47,46236;2,15;0,14
;RE;;2022-01-27_10-44-01;TP;5;2;48,464;50,47006;50,63894;2,01;0,17
;RE;;2022-01-27_10-44-01;MWD;5;4;51,64098;53,95829;54,12695;2,32;0,17
;RE;;2022-01-27_10-44-01;TP;6;7;55,12868;57,19028;57,35883;2,06;0,17
;RE;;2022-01-27_10-44-01;MWD;6;2;58,35954;60,49509;60,66204;2,14;0,17
;RE;;2022-01-27_10-44-01;TP;7;1;61,6637;63,494;63,67829;1,83;0,18
;RE;;2022-01-27_10-44-01;MWD;7;7;64,67969;67,15851;67,36656;2,48;0,21
;RE;;2022-01-27_10-44-01;TP;8;4;68,36818;70,95865;71,13453;2,59;0,18
;RE;;2022-01-27_10-44-01;MWD;8;1;72,1356;74,91035;75,3912;2,77;0,48
;RE;;2022-01-27_10-44-01;TP;9;1;76,3931;78,5582;78,75072;2,17;0,19
;RE;;2022-01-27_10-44-01;MWD;9;2;79,75179;81,84646;82,0623;2,09;0,22
;RE;;2022-01-27_10-44-01;TP;10;4;83,06331;86,36613;86,53404;3,30;0,17
;RE;;2022-01-27_10-44-01;MWD;10;4;87,53494;89,78997;89,96626;2,26;0,18
;RE;;2022-01-27_10-44-01;TP;11;2;90,96688;92,91016;93,08704;1,94;0,18
;RE;;2022-01-27_10-44-01;MWD;11;7;94,0887;96,47063;96,63853;2,38;0,17
;RE;;2022-01-27_10-44-01;TP;12;7;97,6407;99,76678;99,95045;2,13;0,18
;RE;;2022-01-27_10-44-01;MWD;12;1;100,9521;103,1425;103,319;2,19;0,18
;RE;;2022-01-27_10-44-01;TP;13;1;104,3204;106,5904;106,7748;2,27;0,18
;RE;;2022-01-27_10-44-01;MWD;13;1;104,3204;110,742;110,9105;6,42;0,17
;RE;;2022-01-27_10-44-01;TP;14;2;111,9113;113,7823;113,9506;1,87;0,17
;RE;;2022-01-27_10-44-01;MWD;14;2;114,9514;117,1426;117,342;2,19;0,20
;RE;;2022-01-27_10-44-01;TP;15;7;118,3429;121,9584;122,1352;3,62;0,18
;RE;;2022-01-27_10-44-01;MWD;15;4;123,1363;126,7823;126,975;3,65;0,19
;RE;;2022-01-27_10-44-01;TP;16;4;127,9758;130,7185;130,9426;2,74;0,22
;RE;;2022-01-27_10-44-01;MWD;16;7;131,9436;134,5423;134,7419;2,60;0,20
;RE;;2022-01-27_10-44-01;TP;17;7;135,7435;138,2706;138,4621;2,53;0,19
;RE;;2022-01-27_10-44-01;MWD;17;4;139,463;142,5107;142,6862;3,05;0,18
;RE;;2022-01-27_10-44-01;TP;18;2;143,6877;145,7341;145,8942;2,05;0,16
;RE;;2022-01-27_10-44-01;MWD;18;1;146,8957;148,9904;149,1349;2,09;0,14
;RE;;2022-01-27_10-44-01;TP;19;4;150,1361;152,2704;152,439;2,13;0,17
;RE;;2022-01-27_10-44-01;MWD;19;7;153,4402;155,9821;156,1419;2,54;0,16
;RE;;2022-01-27_10-44-01;TP;20;1;157,1434;159,606;159,766;2,46;0,16
;RE;;2022-01-27_10-44-01;MWD;20;2;160,7668;162,9745;163,3259;2,21;0,35
