ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-20_13-23-04;TP;1;2;7,493863;8,128896;11,04443;0,64;2,92
;RE;;2022-02-20_13-23-04;MWD;1;1;13,04928;13,39482;13,59448;0,35;0,20
;RE;;2022-02-20_13-23-04;TP;2;1;15,59716;15,87777;16,06119;0,28;0,18
;RE;;2022-02-20_13-23-04;MWD;2;2;18,06419;18,36097;18,5443;0,30;0,18
;RE;;2022-02-20_13-23-04;TP;3;4;20,54629;20,79439;20,9785;0,25;0,18
;RE;;2022-02-20_13-23-04;MWD;3;7;22,98048;23,2112;23,42762;0,23;0,22
;RE;;2022-02-20_13-23-04;TP;4;7;25,4305;25,67825;25,91105;0,25;0,23
;RE;;2022-02-20_13-23-04;MWD;4;4;27,91304;28,19528;28,37791;0,28;0,18
;RE;;2022-02-20_13-23-04;TP;5;1;30,3806;30,81219;30,99495;0,43;0,18
;RE;;2022-02-20_13-23-04;MWD;5;4;32,99743;33,26167;33,44466;0,26;0,18
;RE;;2022-02-20_13-23-04;TP;6;2;35,44596;35,92761;36,11099;0,48;0,18
;RE;;2022-02-20_13-23-04;MWD;6;2;38,11321;38,89463;39,06148;0,78;0,17
;RE;;2022-02-20_13-23-04;TP;7;4;41,0644;41,44408;41,62852;0,38;0,18
;RE;;2022-02-20_13-23-04;MWD;7;7;43,63058;43,92798;44,12807;0,30;0,20
;RE;;2022-02-20_13-23-04;TP;8;7;46,13009;46,51112;46,71227;0,38;0,20
;RE;;2022-02-20_13-23-04;MWD;8;1;48,71421;49,02811;49,17836;0,31;0,15
;RE;;2022-02-20_13-23-04;TP;9;1;51,18014;51,42731;51,62809;0,25;0,20
;RE;;2022-02-20_13-23-04;MWD;9;1;53,62921;53,8951;54,12787;0,27;0,23
;RE;;2022-02-20_13-23-04;TP;10;7;56,12935;57,46135;57,72786;1,33;0,27
;RE;;2022-02-20_13-23-04;MWD;10;4;59,73086;60,22751;60,42753;0,50;0,20
;RE;;2022-02-20_13-23-04;TP;11;4;62,42981;62,82835;63,02766;0,40;0,20
;RE;;2022-02-20_13-23-04;MWD;11;7;65,03033;65,44434;65,69395;0,41;0,25
;RE;;2022-02-20_13-23-04;TP;12;2;67,69688;68,19399;68,42815;0,50;0,23
;RE;;2022-02-20_13-23-04;MWD;12;2;70,43093;70,97845;71,19436;0,55;0,22
;RE;;2022-02-20_13-23-04;TP;13;4;73,1972;73,59397;73,81153;0,40;0,22
;RE;;2022-02-20_13-23-04;MWD;13;4;75,81317;76,12749;76,34436;0,31;0,22
;RE;;2022-02-20_13-23-04;TP;14;2;78,34698;78,66071;79,29427;0,31;0,63
;RE;;2022-02-20_13-23-04;MWD;14;1;81,2969;81,61155;81,82879;0,31;0,22
;RE;;2022-02-20_13-23-04;TP;15;1;83,83134;84,06116;84,26101;0,23;0,20
;RE;;2022-02-20_13-23-04;MWD;15;2;86,263;86,56151;86,7273;0,30;0,17
;RE;;2022-02-20_13-23-04;TP;16;7;88,7299;89,04408;89,22749;0,31;0,18
;RE;;2022-02-20_13-23-04;MWD;16;7;91,22964;91,74435;91,89495;0,51;0,15
;RE;;2022-02-20_13-23-04;TP;17;2;93,89722;94,22733;94,41053;0,33;0,18
;RE;;2022-02-20_13-23-04;MWD;17;4;96,41276;96,72755;96,91153;0,31;0,18
;RE;;2022-02-20_13-23-04;TP;18;1;98,91265;99,22739;99,39525;0,31;0,17
;RE;;2022-02-20_13-23-04;MWD;18;7;101,3971;101,6944;101,8778;0,30;0,18
;RE;;2022-02-20_13-23-04;TP;19;4;103,88;104,078;104,2441;0,20;0,17
;RE;;2022-02-20_13-23-04;MWD;19;1;106,2467;106,5114;106,7273;0,26;0,22
;RE;;2022-02-20_13-23-04;TP;20;7;108,73;109,0775;109,2776;0,35;0,20
;RE;;2022-02-20_13-23-04;MWD;20;2;111,2808;111,5775;111,7615;0,30;0,18
