ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-17_07-31-06;TP;1;1;4,014654;4,014651;4,622561;3,493584;0,61
;RE;;2022-02-17_07-31-06;MWD;1;2;6,625856;6,701678;6,89445;0,08;0,19
