1;1;0,3333333
1;2;0,0092023
1;3;0,0027696
1;4;0,0015592
1;5;0,0018927
1;6;0,0017399
1;7;0,001737
1;8;0,0015794
1;9;0,0041394
1;10;0,0014709
1;11;0,0017558
1;12;0,0015136
1;13;0,0014521
1;14;0,001743
1;15;0,0016188
1;16;0,0015495
1;17;0,0015171
1;18;0,0014267
1;19;0,0019268
1;20;0,0017891
1;21;0,0018312
1;22;0,001541
1;23;0,0014785
1;24;0,0019829
1;25;0,0015605
1;26;0,0020722
1;27;0,0015292
1;28;0,0015928
1;29;0,0014827
1;30;0,0014523
1;31;0,0018464
1;32;0,0015071
1;33;0,0014489
1;34;0,0016355
1;35;0,0016074
1;36;0,0015907
1;37;0,0014248
1;38;0,001401
1;39;0,0013847
1;40;0,0015567
1;41;0,0013709
1;42;0,0014119
1;43;0,0013879
1;44;0,0017502
1;45;0,0016936
1;46;0,0017262
1;47;0,0016463
1;48;0,0014936
1;49;0,0014561
1;50;0,0014525
1;51;0,00135
1;52;0,0018936
1;53;0,0014806
1;54;0,0014366
1;55;0,0014473
1;56;0,001584
1;57;0,0020377
1;58;0,0014361
1;59;0,0013407
1;60;0,0014426
1;61;0,0019376
1;62;0,0014507
1;63;0,0013899
1;64;0,001473
1;65;0,0013906
1;66;0,0015485
1;67;0,001919
1;68;0,0015419
1;69;0,0016383
1;70;0,0014575
1;71;0,0013512
1;72;0,0014292
1;73;0,0013578
1;74;0,0014353
1;75;0,0016448
1;76;0,0015568
1;77;0,0014132
1;78;0,0017217
1;79;0,0014736
1;80;0,0014255
1;81;0,0013856
1;82;0,0013533
1;83;0,0015465
1;84;0,0014694
1;85;0,0013908
1;86;0,0013199
1;87;0,0013427
1;88;0,0013975
1;89;0,001707
1;90;0,0015885
1;91;0,0013896
1;92;0,0014025
1;93;0,0015675
1;94;0,00139
1;95;0,0013326
1;96;0,0016597
1;97;0,0017742
1;98;0,0014203
1;99;0,0013587
1;100;0,0015053
1;101;0,001685
1;102;0,0014951
1;103;0,0014564
1;104;0,0013961
1;105;0,0015996
1;106;0,0014094
1;107;0,001329
1;108;0,0013758
1;109;0,0016015
1;110;0,0014535
1;111;0,0014636
1;112;0,0016992
1;113;0,0015296
1;114;0,0014834
1;115;0,001405
1;116;0,0013523
1;117;0,0014313
1;118;0,0016204
1;119;0,00143
1;120;0,0014045
1;121;0,0013541
1;122;0,0014901
1;123;0,0021812
1;124;0,001549
1;125;0,0014227
1;126;0,0014976
1;127;0,0017182
1;128;0,001453
