ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-20_14-23-01;TP;1;2;7,493822;21,52736;21,77497;14,03;0,25
;RE;;2022-02-20_14-23-01;MWD;1;7;23,77917;26,57551;26,79154;2,80;0,22
;RE;;2022-02-20_14-23-01;TP;2;1;28,79354;31,34174;31,52478;2,55;0,18
;RE;;2022-02-20_14-23-01;MWD;2;2;33,52628;36,40826;36,60802;2,88;0,20
;RE;;2022-02-20_14-23-01;TP;3;4;38,6109;41,87487;42,05823;3,26;0,18
;RE;;2022-02-20_14-23-01;MWD;3;1;44,05967;46,8913;47,05806;2,83;0,17
;RE;;2022-02-20_14-23-01;TP;4;7;49,05911;51,77484;51,97451;2,72;0,20
;RE;;2022-02-20_14-23-01;MWD;4;4;53,9755;56,74136;56,9581;2,77;0,22
;RE;;2022-02-20_14-23-01;TP;5;1;58,96053;61,54141;61,74153;2,58;0,20
;RE;;2022-02-20_14-23-01;MWD;5;4;63,74404;66,70832;66,8913;2,96;0,18
;RE;;2022-02-20_14-23-01;TP;6;2;68,89309;71,49151;71,69154;2,60;0,20
;RE;;2022-02-20_14-23-01;MWD;6;7;73,6928;75,99143;76,19115;2,30;0,20
;RE;;2022-02-20_14-23-01;TP;7;4;78,19401;80,57458;80,77457;2,38;0,20
;RE;;2022-02-20_14-23-01;MWD;7;1;82,77579;85,17454;85,37466;2,40;0,20
;RE;;2022-02-20_14-23-01;TP;8;7;87,37691;90,69175;90,92462;3,31;0,23
;RE;;2022-02-20_14-23-01;MWD;8;2;92,92695;95,27455;95,45803;2,35;0,18
;RE;;2022-02-20_14-23-01;TP;9;2;97,4599;100,1913;100,4579;2,73;0,27
;RE;;2022-02-20_14-23-01;MWD;9;4;102,4602;104,9414;105,1411;2,48;0,20
;RE;;2022-02-20_14-23-01;TP;10;4;107,1422;111,6085;111,808;4,47;0,20
;RE;;2022-02-20_14-23-01;MWD;10;2;113,8091;116,0752;116,2416;2,27;0,17
;RE;;2022-02-20_14-23-01;TP;11;1;118,2438;121,7083;121,8746;3,46;0,17
;RE;;2022-02-20_14-23-01;MWD;11;7;123,8763;126,1914;126,3766;2,32;0,19
;RE;;2022-02-20_14-23-01;TP;12;7;128,3789;132,8578;133,0918;4,48;0,23
;RE;;2022-02-20_14-23-01;MWD;12;1;135,0948;137,7914;138,2243;2,70;0,43
;RE;;2022-02-20_14-23-01;TP;13;1;140,227;143,8912;144,0913;3,66;0,20
;RE;;2022-02-20_14-23-01;MWD;13;4;146,0941;149,7748;149,9749;3,68;0,20
;RE;;2022-02-20_14-23-01;TP;14;7;151,9761;155,4418;155,6412;3,47;0,20
;RE;;2022-02-20_14-23-01;MWD;14;7;157,6429;160,2747;160,4581;2,63;0,18
;RE;;2022-02-20_14-23-01;TP;15;4;162,4592;165,691;165,8912;3,23;0,20
;RE;;2022-02-20_14-23-01;MWD;15;1;167,8933;170,8927;171,0745;3,00;0,18
;RE;;2022-02-20_14-23-01;TP;16;2;173,0762;176,5578;176,7415;3,48;0,18
;RE;;2022-02-20_14-23-01;MWD;16;2;178,7437;181,1245;181,2915;2,38;0,17
;RE;;2022-02-20_14-23-01;TP;17;2;183,2926;186,0908;186,3083;2,80;0,22
;RE;;2022-02-20_14-23-01;MWD;17;2;188,3093;190,991;191,1911;2,68;0,20
;RE;;2022-02-20_14-23-01;TP;18;4;193,1938;196,8747;197,0579;3,68;0,18
;RE;;2022-02-20_14-23-01;MWD;18;1;199,06;201,3913;201,6082;2,33;0,22
;RE;;2022-02-20_14-23-01;TP;19;7;203,611;206,4741;206,6744;2,86;0,20
;RE;;2022-02-20_14-23-01;MWD;19;4;208,6768;211,0409;211,2254;2,36;0,18
;RE;;2022-02-20_14-23-01;TP;20;1;213,2269;215,6576;215,858;2,43;0,20
