ID;Bedingung;Block;BlockStart;TaskType;Trial;Intervall;TrialStart;Press 1;Press 2;TimeToStart;Estimation
;RE;;2022-02-15_14-30-16;TP;1;4;7,406704;7,406689;7,635177;5,058907;0,23
;RE;;2022-02-15_14-30-16;MWD;1;1;9,642689;11,68038;11,91101;2,04;0,23
;RE;;2022-02-15_14-30-16;TP;2;2;13,91892;14,37378;14,59671;0,45;0,22
;RE;;2022-02-15_14-30-16;MWD;2;7;16,65266;17,04745;17,25457;0,39;0,21
;RE;;2022-02-15_14-30-16;TP;3;7;19,30692;19,62866;19,80825;0,32;0,18
;RE;;2022-02-15_14-30-16;MWD;3;2;21,81353;22,11866;22,31702;0,31;0,20
;RE;;2022-02-15_14-30-16;TP;4;1;24,3221;24,60828;24,82946;0,29;0,22
;RE;;2022-02-15_14-30-16;MWD;4;4;26,83627;27,12557;27,37857;0,29;0,25
;RE;;2022-02-15_14-30-16;TP;5;2;29,39423;29,63761;29,88396;0,24;0,25
;RE;;2022-02-15_14-30-16;MWD;5;1;31,89218;32,08413;32,32047;0,19;0,24
;RE;;2022-02-15_14-30-16;TP;6;1;34,32751;34,56144;34,88907;0,23;0,33
;RE;;2022-02-15_14-30-16;MWD;6;2;36,89701;37,16926;37,44399;0,27;0,27
;RE;;2022-02-15_14-30-16;TP;7;4;39,45179;39,72958;39,96;0,28;0,23
;RE;;2022-02-15_14-30-16;MWD;7;4;41,96515;42,16581;42,45691;0,20;0,29
;RE;;2022-02-15_14-30-16;TP;8;7;44,46588;44,76096;44,99337;0,30;0,23
;RE;;2022-02-15_14-30-16;MWD;8;7;46,99988;47,21289;47,55132;0,21;0,34
;RE;;2022-02-15_14-30-16;TP;9;1;49,56561;49,64287;49,92049;0,08;0,28
;RE;;2022-02-15_14-30-16;MWD;9;2;51,92457;52,26435;52,53501;0,34;0,27
;RE;;2022-02-15_14-30-16;TP;10;2;54,5417;54,83891;55,12211;0,30;0,28
;RE;;2022-02-15_14-30-16;MWD;10;7;57,12762;57,47692;57,75814;0,35;0,28
;RE;;2022-02-15_14-30-16;TP;11;7;59,76349;60,06724;60,35835;0,30;0,29
;RE;;2022-02-15_14-30-16;MWD;11;1;62,36351;62,7221;63,01561;0,36;0,29
;RE;;2022-02-15_14-30-16;TP;12;4;65,02191;65,35375;65,6137;0,33;0,26
;RE;;2022-02-15_14-30-16;MWD;12;4;67,61769;67,89025;68,19157;0,27;0,30
;RE;;2022-02-15_14-30-16;TP;13;1;70,20019;70,47488;70,78738;0,27;0,31
;RE;;2022-02-15_14-30-16;MWD;13;1;72,84071;73,1771;73,48035;0,34;0,30
;RE;;2022-02-15_14-30-16;TP;14;2;75,48748;75,73355;76,00948;0,25;0,28
;RE;;2022-02-15_14-30-16;MWD;14;2;78,01866;78,30466;78,60319;0,29;0,30
;RE;;2022-02-15_14-30-16;TP;15;7;80,60872;80,90808;81,19331;0,30;0,29
;RE;;2022-02-15_14-30-16;MWD;15;4;83,2016;83,48893;83,77073;0,29;0,28
;RE;;2022-02-15_14-30-16;TP;16;4;85,77694;86,04734;86,31236;0,27;0,27
;RE;;2022-02-15_14-30-16;MWD;16;7;88,31968;88,61738;88,89421;0,30;0,28
;RE;;2022-02-15_14-30-16;TP;17;4;90,90585;91,20119;91,48113;0,30;0,28
;RE;;2022-02-15_14-30-16;MWD;17;7;93,48746;93,80019;94,15161;0,31;0,35
;RE;;2022-02-15_14-30-16;TP;18;1;96,1592;96,40141;96,66251;0,24;0,26
;RE;;2022-02-15_14-30-16;MWD;18;4;98,66686;98,93941;99,20956;0,27;0,27
;RE;;2022-02-15_14-30-16;TP;19;2;101,2131;101,4935;101,7625;0,28;0,27
;RE;;2022-02-15_14-30-16;MWD;19;2;103,7699;103,9643;104,251;0,19;0,29
;RE;;2022-02-15_14-30-16;TP;20;7;106,2572;106,5284;106,8017;0,27;0,27
;RE;;2022-02-15_14-30-16;MWD;20;1;108,8108;108,9745;109,2867;0,16;0,31
